Day,Away,Home,RA,RH,Inn
1,99,CHW,CLE,0,4,9
1,99,DET,PIT,4,7,9
1,99,LAD,MIN,4,2,9
1,99,MIA,NYY,0,7,9
1,99,ARI,COL,5,7,9
1,99,CHC,SDP,8,9,9
1,99,WSN,SFG,8,1,9
1,99,MIL,CIN,8,10,9
1,99,PHI,STL,5,3,10
1,99,NYM,ATL,8,7,9
2,100,SEA,TOR,3,5,9
2,100,HOU,KCR,3,4,10
2,100,OAK,TEX,4,3,9
2,100,TBR,LAA,6,4,9
2,100,CHW,CLE,7,5,9
2,100,DET,PIT,5,3,9
2,100,LAD,MIN,6,3,9
2,100,BAL,BOS,7,1,9
2,100,MIA,NYY,2,3,9
2,100,ARI,COL,3,2,9
2,100,CHC,SDP,5,1,9
2,100,WSN,SFG,5,3,9
2,100,MIL,CIN,9,5,9
2,100,PHI,STL,0,3,9
2,100,NYM,ATL,5,6,9
3,101,SEA,TOR,6,1,10
3,101,HOU,KCR,2,11,9
3,101,OAK,TEX,2,6,9
3,101,TBR,LAA,4,2,9
3,101,CHW,CLE,6,7,10
3,101,LAD,MIN,2,3,9
3,101,BAL,BOS,7,5,9
3,101,MIA,NYY,5,2,9
3,101,ARI,COL,5,3,9
3,101,CHC,SDP,2,10,9
3,101,WSN,SFG,1,7,9
3,101,MIL,CIN,7,2,9
3,101,PHI,STL,4,3,9
4,102,HOU,KCR,3,13,9
4,102,OAK,TEX,1,0,9
4,102,BAL,BOS,9,4,10
4,102,PIT,PHI,1,5,9
4,102,NYM,ATL,16,4,9
5,103,CHC,SEA,2,4,9
5,103,TEX,HOU,12,8,9
5,103,WSN,OAK,1,2,10
5,103,LAA,BOS,7,0,9
5,103,CIN,CHW,11,1,9
5,103,MIN,DET,2,8,9
5,103,KCR,NYM,1,6,9
5,103,MIL,BAL,11,1,9
5,103,SFG,TBR,1,2,9
5,103,COL,TOR,12,4,9
5,103,STL,ARI,9,6,9
5,103,SDP,LAD,8,7,11
5,103,PIT,PHI,5,2,9
5,103,ATL,MIA,8,1,9
6,104,CHC,SEA,4,1,9
6,104,TEX,HOU,2,9,9
6,104,WSN,OAK,3,1,9
6,104,LAA,BOS,2,7,9
6,104,CIN,CHW,5,0,9
6,104,NYY,CLE,3,2,9
6,104,NYY,CLE,8,2,9
6,104,MIN,DET,11,5,12
6,104,MIN,DET,4,1,9
6,104,KCR,NYM,11,7,9
6,104,MIL,BAL,11,5,9
6,104,SFG,TBR,11,2,9
6,104,COL,TOR,3,5,9
6,104,STL,ARI,2,4,9
6,104,SDP,LAD,2,5,9
6,104,PIT,PHI,3,4,9
6,104,ATL,MIA,1,5,9
0,105,CHC,SEA,3,2,9
0,105,TEX,HOU,5,8,9
0,105,WSN,OAK,6,7,9
0,105,LAA,BOS,4,5,9
0,105,CIN,CHW,11,4,9
0,105,NYY,CLE,7,8,10
0,105,MIN,DET,3,4,9
0,105,KCR,NYM,1,2,9
0,105,MIL,BAL,4,6,9
0,105,SFG,TBR,4,9,9
0,105,COL,TOR,0,5,9
0,105,STL,ARI,0,5,9
0,105,SDP,LAD,6,3,9
0,105,PIT,PHI,9,2,9
0,105,ATL,MIA,9,7,9
1,106,CIN,SEA,3,9,9
1,106,ATL,HOU,6,1,9
1,106,STL,OAK,3,1,9
1,106,LAA,TBR,7,3,9
1,106,TEX,DET,1,0,9
1,106,KCR,CHW,2,0,9
1,106,CLE,BOS,6,0,9
1,106,MIN,BAL,4,7,9
1,106,NYY,TOR,1,3,9
1,106,CHC,ARI,3,2,11
1,106,COL,PHI,1,2,10
1,106,WSN,LAD,6,4,9
1,106,SDP,MIL,7,3,9
1,106,SFG,MIA,4,3,9
1,106,PIT,NYM,3,6,9
2,107,CIN,SEA,1,3,9
2,107,ATL,HOU,6,2,9
2,107,STL,OAK,3,2,9
2,107,LAA,TBR,6,7,13
2,107,TEX,DET,2,4,9
2,107,CLE,BOS,10,7,11
2,107,MIN,BAL,3,11,9
2,107,NYY,TOR,4,5,9
2,107,CHC,ARI,11,12,10
2,107,COL,PHI,0,5,9
2,107,WSN,LAD,2,6,9
2,107,SDP,MIL,6,3,9
2,107,SFG,MIA,3,6,9
2,107,PIT,NYM,1,3,9
3,108,CIN,SEA,1,5,9
3,108,ATL,HOU,5,4,10
3,108,STL,OAK,3,6,9
3,108,LAA,TBR,5,4,9
3,108,TEX,DET,5,4,9
3,108,KCR,CHW,4,2,9
3,108,KCR,CHW,1,2,9
3,108,CLE,BOS,0,2,9
3,108,MIN,BAL,2,4,9
3,108,NYY,TOR,6,4,9
3,108,CHC,ARI,5,3,9
3,108,COL,PHI,6,7,9
3,108,WSN,LAD,2,0,9
3,108,SDP,MIL,0,1,9
3,108,SFG,MIA,3,1,9
3,108,PIT,NYM,1,9,9
4,109,LAA,TBR,1,2,9
4,109,TEX,DET,9,7,9
4,109,CLE,BOS,5,4,9
4,109,ARI,SFG,0,5,9
5,110,HOU,WSN,5,3,9
5,110,OAK,CLE,2,10,9
5,110,LAA,CIN,1,7,9
5,110,TEX,ATL,3,8,9
5,110,CHW,PHI,0,7,9
5,110,DET,MIN,5,4,9
5,110,BAL,KCR,4,9,9
5,110,BOS,PIT,8,1,9
5,110,TBR,NYY,3,5,9
5,110,TOR,SDP,5,1,9
5,110,ARI,SFG,17,1,9
5,110,NYM,LAD,9,4,9
5,110,MIA,CHC,3,8,9
5,110,MIL,STL,2,1,10
6,111,SEA,COL,7,0,9
6,111,HOU,WSN,4,5,10
6,111,OAK,CLE,3,6,9
6,111,LAA,CIN,5,7,9
6,111,TEX,ATL,2,5,9
6,111,CHW,PHI,5,9,9
6,111,DET,MIN,3,4,9
6,111,BAL,KCR,9,7,9
6,111,BOS,PIT,4,2,9
6,111,TBR,NYY,2,0,10
6,111,TOR,SDP,5,2,9
6,111,ARI,SFG,3,7,9
6,111,NYM,LAD,6,4,9
6,111,MIA,CHC,3,2,9
6,111,MIA,CHC,3,5,9
6,111,MIL,STL,12,5,9
0,112,SEA,COL,1,2,10
0,112,SEA,COL,10,2,9
0,112,HOU,WSN,0,6,9
0,112,OAK,CLE,2,6,9
0,112,LAA,CIN,0,3,9
0,112,TEX,ATL,6,4,9
0,112,CHW,PHI,2,8,9
0,112,DET,MIN,6,1,9
0,112,BAL,KCR,5,0,9
0,112,BOS,PIT,6,1,9
0,112,TBR,NYY,4,5,9
0,112,TOR,SDP,3,6,9
0,112,ARI,SFG,5,3,9
0,112,NYM,LAD,0,10,9
0,112,MIA,CHC,6,3,9
0,112,MIL,STL,2,0,9
1,113,OAK,NYY,2,0,9
1,113,BAL,LAA,4,2,9
1,113,CHW,MIN,0,7,9
1,113,DET,TBR,7,1,9
1,113,TOR,KCR,5,3,9
1,113,ARI,STL,3,5,9
1,113,SDP,COL,3,1,9
1,113,NYM,SFG,2,5,9
1,113,PHI,CIN,7,0,9
1,113,MIL,PIT,2,4,9
1,113,MIA,ATL,0,3,9
2,114,SEA,TEX,4,0,9
2,114,HOU,CHC,2,7,9
2,114,OAK,NYY,3,4,9
2,114,BAL,LAA,4,7,9
2,114,CHW,MIN,5,6,9
2,114,BOS,CLE,1,4,9
2,114,DET,TBR,4,2,9
2,114,TOR,KCR,2,3,9
2,114,ARI,STL,14,1,9
2,114,SDP,COL,4,7,9
2,114,LAD,WSN,4,1,9
2,114,NYM,SFG,1,5,9
2,114,PHI,CIN,1,8,9
2,114,MIL,PIT,1,2,9
2,114,MIA,ATL,0,5,9
3,115,SEA,TEX,1,5,9
3,115,HOU,CHC,3,4,9
3,115,OAK,NYY,3,7,9
3,115,BAL,LAA,6,5,9
3,115,CHW,MIN,3,6,9
3,115,BOS,CLE,8,0,9
3,115,DET,TBR,5,7,9
3,115,TOR,KCR,2,3,9
3,115,ARI,STL,1,5,9
3,115,SDP,COL,5,2,9
3,115,LAD,WSN,11,2,9
3,115,NYM,SFG,8,2,9
3,115,PHI,CIN,4,7,9
3,115,MIL,PIT,3,2,9
3,115,MIA,ATL,3,4,10
4,116,SEA,TEX,4,3,9
4,116,HOU,CHC,1,3,9
4,116,OAK,NYY,3,1,9
4,116,CHW,MIN,3,6,9
4,116,BOS,CLE,4,6,9
4,116,TOR,KCR,1,2,5
4,116,SDP,COL,9,10,9
4,116,LAD,WSN,2,1,9
4,116,PHI,CIN,5,0,9
4,116,MIL,PIT,7,5,9
5,117,ARI,SEA,1,6,9
5,117,OAK,BAL,3,2,10
5,117,MIN,LAA,5,3,9
5,117,CIN,TEX,1,2,9
5,117,TBR,CHW,4,9,9
5,117,CLE,ATL,2,6,9
5,117,KCR,DET,8,0,9
5,117,CHC,BOS,7,1,9
5,117,NYY,MIL,6,7,11
5,117,LAD,TOR,12,2,9
5,117,PHI,SDP,9,3,9
5,117,PIT,SFG,0,3,9
5,117,STL,NYM,4,2,9
5,117,WSN,MIA,3,1,9
6,118,ARI,SEA,1,3,9
6,118,HOU,COL,12,4,9
6,118,OAK,BAL,0,7,9
6,118,MIN,LAA,16,5,9
6,118,CIN,TEX,8,4,9
6,118,TBR,CHW,7,8,10
6,118,CLE,ATL,4,2,11
6,118,KCR,DET,5,6,9
6,118,CHC,BOS,0,17,9
6,118,NYY,MIL,15,3,9
6,118,LAD,TOR,4,2,9
6,118,PHI,SDP,5,1,9
6,118,PIT,SFG,4,3,10
6,118,STL,NYM,7,4,9
6,118,WSN,MIA,11,4,9
0,119,ARI,SEA,3,2,9
0,119,HOU,COL,8,2,9
0,119,OAK,BAL,7,6,9
0,119,MIN,LAA,11,5,9
0,119,CIN,TEX,3,4,9
0,119,TBR,CHW,2,4,9
0,119,CLE,ATL,3,4,10
0,119,KCR,DET,1,4,9
0,119,CHC,BOS,4,5,9
0,119,NYY,MIL,15,5,9
0,119,LAD,TOR,1,3,9
0,119,PHI,SDP,8,6,9
0,119,PIT,SFG,2,3,9
0,119,STL,NYM,2,4,11
0,119,WSN,MIA,12,9,9
1,120,ATL,SEA,1,2,9
1,120,PIT,OAK,1,5,9
1,120,PHI,LAA,5,6,9
1,120,MIN,CHW,3,2,9
1,120,KCR,TOR,5,6,9
1,120,NYY,BAL,0,2,9
1,120,TBR,MIL,1,0,9
1,120,LAD,ARI,8,4,9
1,120,CIN,SDP,5,2,9
1,120,CHC,NYM,3,1,9
1,120,WSN,MIA,7,2,9
2,121,ATL,SEA,2,3,9
2,121,CLE,HOU,9,10,10
2,121,PIT,OAK,2,5,9
2,121,PHI,LAA,7,5,9
2,121,WSN,TEX,1,7,9
2,121,MIN,CHW,6,5,9
2,121,STL,DET,2,1,9
2,121,STL,DET,6,11,9
2,121,KCR,TOR,4,1,9
2,121,NYY,BAL,2,4,9
2,121,SFG,BOS,0,4,9
2,121,TBR,MIL,2,8,9
2,121,LAD,ARI,3,4,10
2,121,COL,MIA,6,7,10
2,121,CIN,SDP,4,6,9
2,121,CHC,NYM,2,4,9
3,122,ATL,SEA,5,2,9
3,122,CLE,HOU,3,2,10
3,122,PIT,OAK,0,4,9
3,122,PHI,LAA,2,1,9
3,122,WSN,TEX,1,0,9
3,122,MIN,CHW,10,5,9
3,122,STL,DET,1,4,9
3,122,KCR,TOR,6,1,9
3,122,NYY,BAL,2,0,9
3,122,SFG,BOS,2,6,9
3,122,TBR,MIL,1,7,9
3,122,LAD,ARI,8,0,9
3,122,COL,MIA,1,4,9
3,122,CIN,SDP,2,6,9
3,122,CHC,NYM,1,0,9
4,123,CLE,HOU,2,8,9
4,123,WSN,TEX,0,6,9
4,123,NYY,BAL,2,7,9
4,123,SFG,BOS,3,1,9
4,123,COL,MIA,4,5,10
4,123,CHC,NYM,6,7,11
5,124,SEA,HOU,3,5,9
5,124,MIA,OAK,1,3,9
5,124,LAA,CLE,6,0,9
5,124,TEX,KCR,1,7,9
5,124,CHW,STL,0,3,9
5,124,DET,NYY,1,2,9
5,124,BOS,MIN,2,5,9
5,124,BAL,CIN,3,0,9
5,124,NYM,TBR,8,10,9
5,124,TOR,WSN,3,9,9
5,124,SDP,ARI,7,1,9
5,124,COL,PIT,3,2,9
5,124,ATL,LAD,3,4,11
5,124,SFG,PHI,3,4,9
5,124,MIL,CHC,3,1,9
6,125,SEA,HOU,5,0,9
6,125,MIA,OAK,4,20,9
6,125,LAA,CLE,1,7,9
6,125,TEX,KCR,15,4,9
6,125,CHW,STL,6,5,10
6,125,DET,NYY,3,5,9
6,125,BOS,MIN,1,3,9
6,125,BAL,CIN,2,1,9
6,125,NYM,TBR,1,3,9
6,125,TOR,WSN,6,3,9
6,125,SDP,ARI,13,1,9
6,125,COL,PIT,0,1,9
6,125,ATL,LAD,2,11,9
6,125,SFG,PHI,3,14,9
6,125,MIL,CHC,5,6,9
0,126,SEA,HOU,5,4,9
0,126,MIA,OAK,12,3,9
0,126,LAA,CLE,1,4,9
0,126,TEX,KCR,3,2,10
0,126,CHW,STL,5,1,9
0,126,DET,NYY,2,5,8
0,126,BOS,MIN,9,2,9
0,126,BAL,CIN,11,1,9
0,126,NYM,TBR,6,7,10
0,126,TOR,WSN,8,11,9
0,126,SDP,ARI,4,11,9
0,126,COL,PIT,3,5,9
0,126,ATL,LAD,1,5,9
0,126,SFG,PHI,4,5,9
0,126,MIL,CHC,0,5,9
1,127,SEA,MIN,1,3,9
1,127,TEX,OAK,4,2,9
1,127,LAA,PIT,1,4,9
1,127,CHW,TBR,2,8,9
1,127,DET,CLE,1,2,9
1,127,MIL,KCR,2,3,9
1,127,MIA,LAD,3,6,9
1,127,SDP,CHC,6,3,9
1,127,SFG,PHI,1,6,9
1,127,NYM,STL,4,3,9
2,128,SEA,MIN,10,6,9
2,128,HOU,NYY,3,10,9
2,128,TEX,OAK,15,8,9
2,128,LAA,PIT,9,0,9
2,128,CHW,TBR,1,5,9
2,128,DET,CLE,11,7,9
2,128,MIL,KCR,6,5,9
2,128,BAL,WSN,0,3,9
2,128,BOS,ATL,2,4,9
2,128,TOR,PHI,1,10,9
2,128,ARI,CIN,6,2,9
2,128,SFG,COL,5,0,9
2,128,MIA,LAD,2,8,9
2,128,SDP,CHC,2,3,9
2,128,NYM,STL,7,5,9
3,129,SEA,MIN,3,6,9
3,129,HOU,NYY,4,9,9
3,129,TEX,OAK,4,9,9
3,129,TEX,OAK,12,11,9
3,129,LAA,PIT,5,4,9
3,129,CHW,TBR,4,1,9
3,129,DET,CLE,4,5,10
3,129,MIL,KCR,4,6,9
3,129,BAL,WSN,7,6,12
3,129,BOS,ATL,0,5,9
3,129,TOR,PHI,5,3,9
3,129,ARI,CIN,4,3,9
3,129,SFG,COL,8,6,9
3,129,MIA,LAD,1,3,9
3,129,SDP,CHC,3,0,9
4,130,SEA,MIN,1,11,9
4,130,HOU,NYY,4,3,9
4,130,KCR,LAA,10,4,9
4,130,CLE,CHW,2,3,9
4,130,ARI,CIN,5,4,9
4,130,SFG,COL,1,9,9
4,130,STL,MIL,1,7,9
5,131,OAK,SEA,1,8,9
5,131,HOU,DET,5,2,9
5,131,KCR,LAA,2,1,9
5,131,TEX,COL,2,4,9
5,131,CLE,CHW,3,6,9
5,131,MIN,TOR,3,2,9
5,131,ARI,BAL,2,4,9
5,131,WSN,BOS,5,1,9
5,131,NYY,TBR,2,0,9
5,131,LAD,SDP,1,2,9
5,131,CIN,SFG,4,2,9
5,131,CHC,PIT,7,2,9
5,131,STL,MIL,2,11,9
5,131,ATL,NYM,4,2,9
5,131,PHI,MIA,8,2,9
6,132,OAK,SEA,8,1,9
6,132,HOU,DET,2,8,9
6,132,KCR,LAA,3,9,9
6,132,TEX,COL,3,8,9
6,132,CLE,CHW,1,3,9
6,132,MIN,TOR,8,10,9
6,132,ARI,BAL,4,5,11
6,132,WSN,BOS,2,4,9
6,132,NYY,TBR,2,7,9
6,132,LAD,SDP,5,0,9
6,132,CIN,SFG,1,5,9
6,132,CHC,PIT,9,10,9
6,132,STL,MIL,3,5,9
6,132,ATL,NYM,4,1,9
6,132,PHI,MIA,8,3,9
0,133,OAK,SEA,4,8,9
0,133,HOU,DET,9,3,9
0,133,KCR,LAA,4,2,9
0,133,TEX,COL,1,3,9
0,133,CLE,CHW,7,0,9
0,133,MIN,TOR,5,1,9
0,133,ARI,BAL,9,2,9
0,133,WSN,BOS,2,3,9
0,133,NYY,TBR,10,6,9
0,133,LAD,SDP,0,4,9
0,133,CIN,SFG,5,6,10
0,133,CHC,PIT,5,4,10
0,133,STL,MIL,4,3,9
0,133,ATL,NYM,3,4,9
0,133,PHI,MIA,6,7,10
1,134,KCR,SEA,2,6,9
1,134,OAK,HOU,2,9,9
1,134,STL,LAA,10,5,9
1,134,CLE,TEX,7,0,9
1,134,MIA,DET,5,6,9
1,134,TOR,BAL,3,2,10
1,134,TBR,BOS,5,3,9
1,134,CIN,ARI,5,6,9
1,134,COL,SDP,5,4,9
1,134,LAD,SFG,6,4,10
1,134,CHC,ATL,0,2,9
1,134,PIT,MIL,8,6,9
1,134,PHI,NYM,5,4,10
2,135,KCR,SEA,4,2,9
2,135,OAK,HOU,1,2,10
2,135,STL,LAA,7,6,9
2,135,CLE,TEX,7,4,9
2,135,WSN,CHW,6,3,9
2,135,WSN,CHW,0,4,9
2,135,MIA,DET,1,0,10
2,135,NYY,MIN,5,1,9
2,135,TBR,BOS,4,5,12
2,135,CIN,ARI,6,2,9
2,135,COL,SDP,6,3,9
2,135,LAD,SFG,10,2,9
2,135,CHC,ATL,0,7,9
2,135,PIT,MIL,3,4,9
2,135,PHI,NYM,4,0,9
3,136,KCR,SEA,2,4,9
3,136,OAK,HOU,0,3,9
3,136,STL,LAA,2,7,9
3,136,CLE,TEX,0,4,9
3,136,WSN,CHW,0,2,9
3,136,MIA,DET,2,0,9
3,136,NYY,MIN,4,0,9
3,136,TOR,BAL,2,3,9
3,136,TBR,BOS,4,3,9
3,136,CIN,ARI,1,2,9
3,136,COL,SDP,8,0,9
3,136,LAD,SFG,1,4,9
3,136,CHC,ATL,7,1,9
3,136,PIT,MIL,2,10,9
3,136,NYM,PHI,5,10,9
4,137,OAK,HOU,1,8,9
4,137,NYY,MIN,5,0,9
4,137,TBR,BOS,7,5,9
4,137,CIN,LAD,7,2,9
4,137,PIT,CHC,5,4,9
4,137,NYM,PHI,6,5,11
5,138,SEA,BAL,2,9,9
5,138,MIL,HOU,4,5,9
5,138,OAK,KCR,2,6,9
5,138,LAA,TEX,9,3,9
5,138,CHW,NYY,2,4,9
5,138,MIN,CLE,2,3,9
5,138,DET,ARI,13,0,9
5,138,BOS,STL,6,10,9
5,138,TBR,TOR,4,3,9
5,138,COL,SFG,5,10,9
5,138,CIN,LAD,3,7,9
5,138,SDP,ATL,3,1,9
5,138,PIT,CHC,9,3,9
5,138,NYM,MIA,0,8,9
5,138,WSN,PHI,2,4,9
6,139,SEA,BAL,4,3,9
6,139,MIL,HOU,4,2,9
6,139,OAK,KCR,3,5,9
6,139,LAA,TEX,2,3,13
6,139,CHW,NYY,1,6,9
6,139,MIN,CLE,4,11,9
6,139,DET,ARI,8,3,9
6,139,BOS,STL,2,7,9
6,139,TBR,TOR,5,4,9
6,139,COL,SFG,4,14,9
6,139,CIN,LAD,0,4,9
6,139,PIT,CHC,0,1,9
6,139,NYM,MIA,9,10,10
6,139,WSN,PHI,3,4,10
0,140,SEA,BAL,3,6,9
0,140,MIL,HOU,4,9,9
0,140,OAK,KCR,4,8,9
0,140,LAA,TEX,4,1,9
0,140,CHW,NYY,2,7,9
0,140,MIN,CLE,2,5,9
0,140,DET,ARI,4,6,9
0,140,BOS,STL,11,3,9
0,140,TBR,TOR,2,5,9
0,140,COL,SFG,1,4,9
0,140,CIN,LAD,2,3,10
0,140,SDP,ATL,9,1,9
0,140,PIT,CHC,3,2,9
0,140,NYM,MIA,7,3,9
0,140,WSN,PHI,5,11,9
1,141,SEA,NYY,5,4,9
1,141,LAA,HOU,9,7,9
1,141,CHW,TOR,3,9,9
1,141,NYM,CLE,1,3,9
1,141,DET,KCR,3,8,9
1,141,MIN,WSN,3,12,9
1,141,BAL,STL,3,6,9
1,141,BOS,TBR,5,0,9
1,141,ARI,LAD,4,6,9
1,141,SDP,ATL,6,5,9
1,141,SDP,ATL,0,3,9
1,141,MIL,MIA,2,3,10
2,142,SEA,NYY,6,3,9
2,142,LAA,HOU,5,6,10
2,142,COL,OAK,4,5,9
2,142,TEX,PHI,2,5,9
2,142,CHW,TOR,5,0,9
2,142,NYM,CLE,6,7,9
2,142,DET,KCR,3,10,9
2,142,MIN,WSN,10,0,9
2,142,BAL,STL,1,3,9
2,142,BOS,TBR,5,2,9
2,142,ARI,LAD,7,3,9
2,142,SDP,CIN,0,2,9
2,142,SFG,PIT,6,7,10
2,142,ATL,CHC,3,4,10
2,142,MIL,MIA,7,5,9
3,143,SEA,NYY,3,7,9
3,143,LAA,HOU,2,1,9
3,143,COL,OAK,4,3,12
3,143,TEX,PHI,4,11,9
3,143,CHW,TOR,2,9,9
3,143,NYM,CLE,3,6,9
3,143,DET,KCR,3,8,9
3,143,MIN,WSN,3,2,9
3,143,BAL,STL,4,5,9
3,143,BOS,TBR,8,5,9
3,143,ARI,LAD,6,0,9
3,143,SDP,CIN,7,3,9
3,143,SFG,PIT,9,5,10
3,143,ATL,CHC,9,2,9
3,143,MIL,MIA,0,1,9
4,144,SEA,NYY,0,5,9
4,144,COL,OAK,9,10,11
4,144,TEX,PHI,2,5,9
4,144,BAL,CHW,8,6,9
4,144,TOR,DET,9,1,9
4,144,SDP,CIN,6,4,10
4,144,SFG,PIT,7,6,9
4,144,ATL,CHC,3,0,9
5,145,SEA,WSN,1,6,9
5,145,HOU,OAK,6,3,9
5,145,CLE,LAA,10,4,9
5,145,TEX,MIN,2,3,9
5,145,BAL,CHW,6,4,9
5,145,TOR,DET,2,6,9
5,145,KCR,TBR,8,1,9
5,145,MIL,BOS,7,2,9
5,145,NYY,SDP,8,0,9
5,145,MIA,ARI,3,0,9
5,145,PHI,COL,2,3,11
5,145,LAD,CIN,6,9,9
5,145,SFG,NYM,8,7,9
5,145,ATL,PIT,5,11,9
6,146,SEA,WSN,1,3,9
6,146,HOU,OAK,1,3,9
6,146,CLE,LAA,4,3,9
6,146,TEX,MIN,3,5,9
6,146,BAL,CHW,5,3,9
6,146,TOR,DET,1,2,9
6,146,KCR,TBR,7,4,11
6,146,MIL,BOS,6,3,9
6,146,NYY,SDP,4,1,9
6,146,MIA,ARI,2,3,9
6,146,PHI,COL,8,4,9
6,146,LAD,CIN,1,3,9
6,146,SFG,NYM,7,2,10
6,146,CHC,STL,6,7,9
6,146,ATL,PIT,1,4,9
0,147,SEA,WSN,9,5,9
0,147,HOU,OAK,5,2,9
