WkDay,Day,Away,Home,RA,RH,Inn
0,145,TEX,CHW,5,4,9
0,145,CLE,DET,0,5,9
0,145,KCR,MIN,2,1,10
0,145,BAL,BOS,5,1,9
0,145,NYY,COL,5,4,9
0,145,TOR,TBR,0,13,9
0,145,ARI,STL,3,4,9
0,145,LAD,NYM,1,3,9
0,145,SDP,ATL,5,3,9
0,145,SFG,WSN,3,2,9
0,145,CHC,CIN,11,8,9
0,145,MIL,PIT,6,5,9
1,146,NYY,LAA,5,1,9
1,146,TOR,TEX,2,1,9
1,146,CHW,NYM,1,2,9
1,146,LAD,CLE,7,2,9
1,146,SFG,DET,1,3,9
1,146,CIN,KCR,7,4,9
1,146,MIN,TBR,2,7,9
1,146,STL,BAL,2,5,9
1,146,BOS,MIL,2,3,9
1,146,PIT,ARI,0,5,9
1,146,COL,CHC,1,3,9
1,146,MIA,SDP,3,4,11
2,147,WSN,SEA,1,9,9
2,147,ATH,HOU,1,11,9
2,147,NYY,LAA,3,2,9
2,147,TOR,TEX,0,2,9
2,147,CHW,NYM,4,6,9
2,147,LAD,CLE,9,5,9
2,147,SFG,DET,1,3,9
2,147,CIN,KCR,7,2,9
2,147,MIN,TBR,4,2,9
2,147,STL,BAL,7,4,9
2,147,BOS,MIL,1,5,10
2,147,PIT,ARI,9,6,9
2,147,COL,CHC,3,4,11
2,147,MIA,SDP,6,8,9
2,147,ATL,PHI,0,2,9
3,148,WSN,SEA,9,0,9
3,148,ATH,HOU,3,5,9
3,148,NYY,LAA,1,0,9
3,148,TOR,TEX,2,0,9
3,148,CHW,NYM,9,4,9
3,148,LAD,CLE,4,7,9
3,148,SFG,DET,3,4,9
3,148,CIN,KCR,2,3,9
3,148,MIN,TBR,0,5,9
3,148,STL,BAL,6,4,9
3,148,BOS,MIL,5,6,10
3,148,PIT,ARI,10,1,9
3,148,COL,CHC,1,2,9
3,148,MIA,SDP,10,8,9
4,149,WSN,SEA,9,3,10
4,149,TBR,HOU,13,3,9
4,149,ATH,TOR,0,12,9
4,149,ATL,PHI,4,5,9
4,149,ATL,PHI,9,3,9
5,150,MIN,SEA,12,6,10
5,150,TBR,HOU,1,2,9
5,150,ATH,TOR,7,11,9
5,150,LAA,CLE,4,1,9
5,150,STL,TEX,1,11,9
5,150,CHW,BAL,1,2,9
5,150,DET,KCR,7,5,9
5,150,BOS,ATL,5,1,9
5,150,NYY,LAD,5,8,9
5,150,WSN,ARI,9,7,9
5,150,COL,NYM,2,4,9
5,150,PIT,SDP,2,3,9
5,150,SFG,MIA,2,0,9
5,150,CIN,CHC,6,2,9
5,150,MIL,PHI,6,2,9
6,151,MIN,SEA,4,5,11
6,151,TBR,HOU,16,3,9
6,151,ATH,TOR,7,8,9
6,151,LAA,CLE,5,7,9
6,151,STL,TEX,2,0,9
6,151,CHW,BAL,2,4,9
6,151,DET,KCR,0,1,9
6,151,BOS,ATL,0,5,9
6,151,NYY,LAD,2,18,9
6,151,WSN,ARI,11,7,9
6,151,COL,NYM,2,8,9
6,151,PIT,SDP,5,0,9
6,151,SFG,MIA,0,1,9
6,151,CIN,CHC,0,2,9
6,151,MIL,PHI,17,7,9
0,152,MIN,SEA,1,2,9
0,152,TBR,HOU,0,1,9
0,152,ATH,TOR,4,8,9
0,152,LAA,CLE,2,4,9
0,152,STL,TEX,1,8,9
0,152,CHW,BAL,2,3,9
0,152,DET,KCR,1,0,9
0,152,BOS,ATL,3,1,9
0,152,NYY,LAD,7,3,9
0,152,WSN,ARI,1,3,9
0,152,COL,NYM,3,5,9
0,152,PIT,SDP,4,6,9
0,152,SFG,MIA,4,2,9
0,152,CIN,CHC,3,7,9
0,152,MIL,PHI,5,2,9
1,153,MIN,ATH,10,4,9
1,153,LAA,BOS,7,6,9
1,153,DET,CHW,13,1,9
1,153,COL,MIA,6,4,9
1,153,NYM,LAD,4,3,10
1,153,SDP,SFG,1,0,10
1,153,MIL,CIN,3,2,9
2,154,BAL,SEA,5,1,9
2,154,HOU,PIT,3,0,9
2,154,MIN,ATH,10,3,9
2,154,LAA,BOS,4,3,10
2,154,TEX,TBR,1,5,9
2,154,DET,CHW,1,8,9
2,154,CLE,NYY,2,3,9
2,154,KCR,STL,10,7,9
2,154,PHI,TOR,8,3,9
2,154,ARI,ATL,8,3,9
2,154,COL,MIA,3,2,9
2,154,NYM,LAD,5,6,10
2,154,SDP,SFG,3,2,10
2,154,CHC,WSN,8,3,9
2,154,MIL,CIN,2,4,9
3,155,BAL,SEA,3,2,9
3,155,HOU,PIT,0,3,9
3,155,MIN,ATH,6,1,9
3,155,LAA,BOS,9,11,9
3,155,TEX,TBR,4,5,9
3,155,DET,CHW,5,4,9
3,155,CLE,NYY,4,0,9
3,155,PHI,TOR,1,2,9
3,155,ARI,ATL,2,1,9
3,155,COL,MIA,3,2,9
3,155,NYM,LAD,6,1,9
3,155,SDP,SFG,5,6,9
3,155,CHC,WSN,0,2,9
3,155,MIL,CIN,9,1,9
4,156,BAL,SEA,4,3,9
4,156,HOU,PIT,8,2,9
4,156,MIN,ATH,3,14,9
4,156,TEX,TBR,3,4,9
4,156,DET,CHW,2,3,10
4,156,CLE,NYY,0,4,9
4,156,KCR,STL,5,6,10
4,156,KCR,STL,7,5,9
4,156,PHI,TOR,1,9,9
4,156,ARI,ATL,11,10,9
4,156,NYM,LAD,5,6,9
4,156,SDP,SFG,2,3,9
4,156,CHC,WSN,7,1,9
5,157,SEA,LAA,4,5,9
5,157,HOU,CLE,4,2,9
5,157,BAL,ATH,4,5,9
5,157,TEX,WSN,0,2,9
5,157,KCR,CHW,2,7,9
5,157,CHC,DET,1,3,9
5,157,TOR,MIN,6,4,9
5,157,BOS,NYY,6,9,9
5,157,MIA,TBR,3,4,9
5,157,ARI,CIN,3,4,10
5,157,NYM,COL,4,2,9
5,157,LAD,STL,0,5,9
5,157,SDP,MIL,2,0,9
5,157,ATL,SFG,4,5,10
5,157,PHI,PIT,4,5,9
6,158,SEA,LAA,6,8,9
6,158,HOU,CLE,5,3,10
6,158,BAL,ATH,7,4,9
6,158,TEX,WSN,5,0,9
6,158,KCR,CHW,1,4,9
6,158,CHC,DET,6,1,9
6,158,TOR,MIN,5,4,9
6,158,BOS,NYY,10,7,9
6,158,MIA,TBR,11,10,10
6,158,ARI,CIN,1,13,9
6,158,NYM,COL,8,1,9
6,158,LAD,STL,1,2,9
6,158,SDP,MIL,3,4,9
6,158,ATL,SFG,2,3,9
6,158,PHI,PIT,1,2,9
0,159,SEA,LAA,3,2,9
0,159,HOU,CLE,2,4,9
0,159,BAL,ATH,1,5,9
0,159,TEX,WSN,4,2,9
0,159,KCR,CHW,7,5,9
0,159,CHC,DET,0,4,9
0,159,TOR,MIN,3,6,9
0,159,BOS,NYY,11,7,9
0,159,MIA,TBR,2,3,9
0,159,ARI,CIN,2,4,9
0,159,NYM,COL,13,5,9
0,159,LAD,STL,7,3,9
0,159,SDP,MIL,1,0,9
0,159,ATL,SFG,3,4,9
0,159,PHI,PIT,1,2,9
1,160,SEA,ARI,4,8,11
1,160,ATH,LAA,4,7,9
1,160,CIN,CLE,7,4,9
1,160,TBR,BOS,10,8,11
1,160,TOR,STL,5,4,10
1,160,LAD,SDP,8,7,10
1,160,CHC,PHI,3,4,11
1,160,ATL,MIL,7,1,9
1,160,MIA,PIT,3,10,9
2,161,SEA,ARI,3,10,9
2,161,CHW,HOU,4,2,9
2,161,ATH,LAA,1,2,10
2,161,TEX,MIN,16,4,9
2,161,CIN,CLE,1,0,9
2,161,DET,BAL,5,3,9
2,161,NYY,KCR,10,2,9
2,161,TBR,BOS,1,3,9
2,161,TOR,STL,10,9,9
2,161,SFG,COL,6,5,9
2,161,LAD,SDP,1,11,9
2,161,CHC,PHI,8,4,9
2,161,ATL,MIL,1,4,9
2,161,MIA,PIT,3,2,9
2,161,WSN,NYM,4,5,10
3,162,SEA,ARI,2,5,9
3,162,CHW,HOU,2,10,9
3,162,ATH,LAA,5,6,9
3,162,TEX,MIN,2,6,9
3,162,CIN,CLE,2,11,9
3,162,DET,BAL,1,10,9
3,162,NYY,KCR,6,3,9
3,162,TBR,BOS,3,4,9
3,162,TOR,STL,5,2,9
3,162,SFG,COL,10,7,9
3,162,LAD,SDP,5,2,9
3,162,CHC,PHI,2,7,9
3,162,ATL,MIL,6,2,9
3,162,MIA,PIT,2,5,9
3,162,WSN,NYM,0,5,9
4,163,CHW,HOU,3,4,9
4,163,TEX,MIN,16,3,9
4,163,DET,BAL,4,1,9
4,163,NYY,KCR,1,0,9
4,163,SFG,COL,7,8,9
4,163,PIT,CHC,2,3,9
4,163,STL,MIL,0,6,9
4,163,WSN,NYM,3,4,9
5,164,CLE,SEA,2,7,9
5,164,MIN,HOU,3,10,9
5,164,ATH,KCR,6,4,9
5,164,LAA,BAL,0,2,9
5,164,CHW,TEX,1,3,9
5,164,CIN,DET,5,11,9
5,164,NYY,BOS,1,2,10
5,164,TBR,NYM,7,5,9
5,164,TOR,PHI,0,8,9
5,164,SDP,ARI,1,5,9
5,164,COL,ATL,4,12,9
5,164,SFG,LAD,6,2,9
5,164,PIT,CHC,2,1,10
5,164,STL,MIL,2,3,9
5,164,MIA,WSN,11,9,9
6,165,CLE,SEA,3,4,9
6,165,MIN,HOU,2,3,9
6,165,ATH,KCR,4,0,9
6,165,LAA,BAL,5,6,9
6,165,CHW,TEX,4,5,11
6,165,CIN,DET,11,1,9
6,165,NYY,BOS,3,4,9
6,165,TBR,NYM,8,4,9
6,165,TOR,PHI,2,3,9
6,165,SDP,ARI,7,8,9
6,165,COL,ATL,1,4,9
6,165,SFG,LAD,5,11,9
6,165,PIT,CHC,1,2,9
6,165,STL,MIL,8,5,9
6,165,MIA,WSN,4,3,9
0,166,CLE,SEA,0,6,9
0,166,MIN,HOU,1,2,10
0,166,ATH,KCR,3,2,9
0,166,LAA,BAL,2,11,9
0,166,CHW,TEX,1,2,9
0,166,CIN,DET,8,4,9
0,166,NYY,BOS,0,2,9
0,166,TBR,NYM,9,0,9
0,166,TOR,PHI,4,11,9
0,166,SDP,ARI,8,2,9
0,166,COL,ATL,10,1,9
0,166,SFG,LAD,4,5,9
0,166,PIT,CHC,2,3,10
0,166,STL,MIL,2,3,9
0,166,MIA,WSN,3,1,9
1,167,BOS,SEA,2,0,9
1,167,HOU,ATH,1,3,9
1,167,LAA,NYY,1,0,11
1,167,BAL,TBR,1,7,9
1,167,COL,WSN,6,4,9
1,167,SDP,LAD,3,6,9
1,167,PHI,MIA,5,2,9
2,168,BOS,SEA,0,8,9
2,168,HOU,ATH,13,3,9
2,168,LAA,NYY,4,0,9
2,168,KCR,TEX,6,1,9
2,168,STL,CHW,12,2,9
2,168,CLE,SFG,3,2,9
2,168,PIT,DET,3,7,9
2,168,MIN,CIN,5,6,9
2,168,BAL,TBR,5,1,9
2,168,ARI,TOR,4,5,9
2,168,COL,WSN,10,6,9
2,168,SDP,LAD,6,8,9
2,168,MIL,CHC,3,5,9
2,168,NYM,ATL,4,5,10
2,168,PHI,MIA,3,8,9
3,169,BOS,SEA,3,1,9
3,169,HOU,ATH,11,4,9
3,169,LAA,NYY,3,2,9
3,169,KCR,TEX,6,3,9
3,169,CLE,SFG,4,2,9
3,169,MIN,CIN,2,4,6
3,169,BAL,TBR,8,12,9
3,169,ARI,TOR,1,8,9
3,169,COL,WSN,3,1,9
3,169,SDP,LAD,3,4,9
3,169,NYM,ATL,0,5,9
3,169,PHI,MIA,4,2,9
4,170,HOU,ATH,4,6,10
4,170,LAA,NYY,3,7,9
4,170,KCR,TEX,4,1,9
4,170,STL,CHW,5,4,9
4,170,STL,CHW,8,6,10
4,170,CLE,SFG,1,2,9
4,170,PIT,DET,2,9,9
4,170,PIT,DET,8,4,10
4,170,MIN,CIN,12,5,9
4,170,BAL,TBR,4,1,9
4,170,ARI,TOR,9,5,9
4,170,COL,WSN,3,4,11
4,170,SDP,LAD,5,3,9
4,170,MIL,CHC,8,7,9
4,170,NYM,ATL,1,7,9
4,170,PHI,MIA,2,1,9
5,171,SEA,CHC,9,4,9
5,171,HOU,LAA,3,2,10
5,171,CLE,ATH,1,5,9
5,171,TEX,PIT,6,2,9
5,171,CHW,TOR,7,1,9
5,171,DET,TBR,8,14,9
5,171,KCR,SDP,6,5,9
5,171,MIL,MIN,17,6,9
5,171,BAL,NYY,5,3,9
5,171,BOS,SFG,7,5,9
5,171,ARI,COL,14,8,9
5,171,WSN,LAD,5,6,9
5,171,CIN,STL,1,6,9
5,171,ATL,MIA,2,6,9
5,171,NYM,PHI,2,10,9
6,172,SEA,CHC,7,10,9
6,172,HOU,LAA,1,9,9
6,172,CLE,ATH,4,2,9
6,172,TEX,PIT,3,2,9
6,172,CHW,TOR,1,7,9
6,172,DET,TBR,3,8,9
6,172,KCR,SDP,1,5,9
6,172,MIL,MIN,9,0,9
6,172,BAL,NYY,0,9,9
6,172,BOS,SFG,2,3,9
6,172,ARI,COL,5,3,9
6,172,WSN,LAD,7,3,9
6,172,CIN,STL,5,6,11
6,172,ATL,MIA,7,0,9
6,172,NYM,PHI,11,4,9
0,173,SEA,CHC,14,6,9
0,173,HOU,LAA,8,7,9
0,173,CLE,ATH,3,0,9
0,173,TEX,PIT,3,8,9
0,173,CHW,TOR,4,2,9
0,173,DET,TBR,9,3,9
0,173,KCR,SDP,2,3,9
0,173,MIL,MIN,9,8,9
0,173,BAL,NYY,2,4,9
0,173,BOS,SFG,5,9,9
0,173,ARI,COL,2,4,9
0,173,WSN,LAD,7,13,9
0,173,CIN,STL,4,1,9
0,173,ATL,MIA,3,5,9
0,173,NYM,PHI,1,7,9
1,174,SEA,MIN,11,2,9
1,174,BOS,LAA,5,9,9
1,174,TEX,BAL,0,6,9
1,174,ARI,CHW,10,0,9
1,174,NYY,CIN,1,6,9
1,174,WSN,SDP,10,6,9
1,174,CHC,STL,2,8,9
1,174,PIT,MIL,5,4,9
1,174,ATL,NYM,3,2,9
2,175,SEA,MIN,6,5,9
2,175,PHI,HOU,0,1,9
2,175,ATH,DET,4,11,9
2,175,BOS,LAA,2,3,10
2,175,TEX,BAL,6,5,10
2,175,ARI,CHW,4,1,9
2,175,TOR,CLE,10,6,9
2,175,TBR,KCR,5,1,9
2,175,NYY,CIN,4,5,11
2,175,LAD,COL,9,7,9
2,175,WSN,SDP,3,4,9
2,175,MIA,SFG,4,2,9
2,175,CHC,STL,7,8,9
2,175,PIT,MIL,3,9,9
2,175,ATL,NYM,7,4,9
3,176,SEA,MIN,0,2,9
3,176,PHI,HOU,0,2,9
3,176,ATH,DET,3,0,9
3,176,BOS,LAA,2,5,9
3,176,TEX,BAL,7,0,9
3,176,ARI,CHW,3,7,9
3,176,TOR,CLE,4,5,10
3,176,TBR,KCR,3,0,9
3,176,NYY,CIN,7,1,9
3,176,LAD,COL,8,1,9
3,176,WSN,SDP,0,1,9
3,176,MIA,SFG,8,5,10
3,176,CHC,STL,8,0,9
3,176,PIT,MIL,2,4,9
3,176,ATL,NYM,3,7,9
4,177,SEA,MIN,1,10,9
4,177,PHI,HOU,1,2,9
4,177,ATH,DET,0,8,9
4,177,TOR,CLE,6,0,9
4,177,TBR,KCR,4,0,9
4,177,LAD,COL,3,1,9
4,177,MIA,SFG,12,5,9
4,177,CHC,STL,3,0,9
4,177,ATL,NYM,0,4,9
5,178,SEA,TEX,7,6,12
5,178,CHC,HOU,4,7,9
5,178,ATH,NYY,0,3,9
5,178,WSN,LAA,15,9,9
5,178,SFG,CHW,3,1,9
5,178,STL,CLE,5,0,9
5,178,MIN,DET,4,1,9
5,178,LAD,KCR,5,4,9
5,178,TBR,BAL,8,22,9
5,178,TOR,BOS,9,0,9
5,178,MIA,ARI,9,8,9
5,178,COL,MIL,6,10,9
5,178,SDP,CIN,1,8,9
5,178,NYM,PIT,1,9,9
5,178,PHI,ATL,13,0,9
6,179,SEA,TEX,2,3,10
6,179,CHC,HOU,12,3,9
6,179,ATH,NYY,7,0,9
6,179,WSN,LAA,2,8,9
6,179,SFG,CHW,0,1,9
6,179,STL,CLE,9,6,9
6,179,MIN,DET,5,10,9
6,179,LAD,KCR,5,9,9
6,179,TBR,BAL,11,3,9
6,179,TOR,BOS,1,15,9
6,179,MIA,ARI,8,7,10
6,179,COL,MIL,0,5,9
6,179,SDP,CIN,6,4,9
6,179,NYM,PIT,2,9,9
6,179,PHI,ATL,1,6,9
0,180,SEA,TEX,6,4,12
0,180,CHC,HOU,0,2,9
0,180,ATH,NYY,5,12,9
0,180,WSN,LAA,7,4,11
0,180,SFG,CHW,2,5,9
0,180,STL,CLE,7,0,9
0,180,MIN,DET,0,3,9
0,180,LAD,KCR,5,1,9
0,180,TBR,BAL,1,5,9
0,180,TOR,BOS,5,3,9
0,180,MIA,ARI,6,4,9
0,180,COL,MIL,4,3,11
0,180,SDP,CIN,2,3,9
0,180,NYM,PIT,1,12,9
0,180,PHI,ATL,2,1,9
1,181,KCR,SEA,2,6,9
1,181,ATH,TBR,6,4,9
1,181,BAL,TEX,10,6,11
1,181,CIN,BOS,6,13,9
1,181,NYY,TOR,4,5,9
1,181,SFG,ARI,2,4,9
1,181,SDP,PHI,0,4,9
1,181,STL,PIT,0,7,9
2,182,KCR,SEA,6,3,9
2,182,HOU,COL,6,5,9
2,182,ATH,TBR,4,3,10
2,182,LAA,ATL,4,0,9
2,182,BAL,TEX,2,10,9
2,182,CHW,LAD,1,6,9
2,182,CLE,CHC,2,5,9
2,182,MIN,MIA,0,2,9
2,182,CIN,BOS,3,5,9
2,182,NYY,TOR,5,12,9
2,182,SFG,ARI,2,8,9
2,182,STL,PIT,0,1,9
3,183,KCR,SEA,2,3,9
3,183,HOU,COL,5,3,9
3,183,ATH,TBR,5,6,9
3,183,LAA,ATL,3,8,9
3,183,BAL,TEX,0,6,9
3,183,CHW,LAD,4,5,9
3,183,CLE,CHC,4,5,9
3,183,DET,WSN,11,2,9
3,183,DET,WSN,4,9,9
3,183,MIN,MIA,2,1,9
3,183,CIN,BOS,8,4,9
3,183,NYY,TOR,9,11,9
3,183,SFG,ARI,6,5,10
3,183,SDP,PHI,6,4,9
3,183,SDP,PHI,1,5,9
3,183,MIL,NYM,7,2,9
3,183,MIL,NYM,3,7,9
3,183,STL,PIT,0,5,9
4,184,KCR,SEA,3,2,9
4,184,HOU,COL,6,7,9
4,184,LAA,ATL,5,1,9
4,184,CHW,LAD,2,6,9
4,184,CLE,CHC,0,1,10
4,184,DET,WSN,7,11,9
4,184,MIN,MIA,1,4,9
4,184,NYY,TOR,5,8,9
4,184,SFG,ARI,7,2,9
4,184,MIL,NYM,2,3,9
5,185,PIT,SEA,0,6,9
5,185,HOU,LAD,18,1,9
5,185,SFG,ATH,2,11,9
5,185,LAA,TOR,3,4,10
5,185,TEX,SDP,2,3,10
5,185,CHW,COL,3,2,9
5,185,DET,CLE,2,1,9
5,185,KCR,ARI,9,3,9
5,185,TBR,MIN,3,4,9
5,185,BAL,ATL,3,2,9
5,185,BOS,WSN,11,2,9
5,185,NYY,NYM,5,6,9
5,185,STL,CHC,3,11,9
5,185,CIN,PHI,9,6,9
5,185,MIL,MIA,6,5,9
6,186,PIT,SEA,0,1,9
6,186,HOU,LAD,6,4,9
6,186,SFG,ATH,7,2,9
6,186,LAA,TOR,3,4,11
6,186,TEX,SDP,7,4,9
6,186,CHW,COL,10,3,9
6,186,DET,CLE,1,0,9
6,186,KCR,ARI,1,7,9
6,186,TBR,MIN,5,6,9
6,186,BAL,ATL,9,6,10
6,186,BOS,WSN,10,3,9
6,186,NYY,NYM,6,12,9
6,186,STL,CHC,8,6,9
6,186,CIN,PHI,1,5,9
6,186,MIL,MIA,2,4,9
0,187,PIT,SEA,0,1,9
0,187,HOU,LAD,5,1,9
0,187,SFG,ATH,6,2,9
0,187,LAA,TOR,2,3,9
0,187,TEX,SDP,1,4,9
0,187,CHW,COL,4,6,9
0,187,DET,CLE,7,2,10
0,187,KCR,ARI,4,0,9
0,187,TBR,MIN,7,5,10
0,187,BAL,ATL,2,1,9
0,187,BOS,WSN,6,4,9
0,187,NYY,NYM,6,4,9
0,187,STL,CHC,0,11,9
0,187,CIN,PHI,1,3,9
0,187,MIL,MIA,3,1,9
1,188,CLE,HOU,7,5,9
1,188,TEX,LAA,5,6,9
1,188,TOR,CHW,8,4,9
1,188,TBR,DET,1,5,9
1,188,PIT,KCR,3,9,9
1,188,COL,BOS,3,9,9
1,188,ARI,SDP,6,3,9
1,188,LAD,MIL,1,9,9
1,188,PHI,SFG,1,3,9
1,188,MIA,CIN,5,1,9
2,189,SEA,NYY,3,10,9
2,189,CLE,HOU,10,6,10
2,189,ATL,ATH,1,10,9
2,189,TEX,LAA,13,1,9
2,189,TOR,CHW,6,1,7
2,189,TBR,DET,2,4,9
2,189,PIT,KCR,3,4,9
2,189,CHC,MIN,1,8,9
2,189,NYM,BAL,7,6,10
2,189,COL,BOS,2,10,9
2,189,ARI,SDP,0,1,9
2,189,LAD,MIL,1,3,9
2,189,PHI,SFG,3,4,9
2,189,MIA,CIN,12,2,9
2,189,WSN,STL,2,4,9
3,190,SEA,NYY,6,9,9
3,190,CLE,HOU,4,2,9
3,190,ATL,ATH,9,2,9
3,190,TEX,LAA,8,11,9
3,190,TOR,CHW,1,2,9
3,190,TBR,DET,7,3,9
3,190,PIT,KCR,3,4,9
3,190,CHC,MIN,2,4,9
3,190,COL,BOS,2,10,9
3,190,ARI,SDP,8,2,9
3,190,LAD,MIL,2,3,10
3,190,PHI,SFG,13,0,9
3,190,MIA,CIN,2,7,9
3,190,WSN,STL,8,2,9
4,191,SEA,NYY,5,6,10
4,191,ATL,ATH,4,5,11
4,191,TEX,LAA,11,4,9
4,191,CHC,MIN,8,1,9
4,191,NYM,BAL,1,3,9
4,191,NYM,BAL,3,7,9
4,191,TBR,BOS,3,4,9
4,191,ARI,SDP,3,4,9
4,191,MIA,CIN,0,6,9
4,191,WSN,STL,1,8,9
5,192,SEA,DET,12,3,9
5,192,TEX,HOU,7,3,9
5,192,TOR,ATH,7,6,9
5,192,ARI,LAA,5,6,9
5,192,CLE,CHW,4,2,9
5,192,CLE,CHW,4,5,11
5,192,NYM,KCR,8,3,9
5,192,PIT,MIN,1,2,9
5,192,MIA,BAL,2,5,9
5,192,TBR,BOS,4,5,9
5,192,CHC,NYY,0,11,9
5,192,COL,CIN,3,2,9
5,192,LAD,SFG,7,8,9
5,192,PHI,SDP,2,4,9
5,192,WSN,MIL,3,8,9
5,192,ATL,STL,6,5,9
6,193,SEA,DET,15,7,9
6,193,TEX,HOU,4,5,11
6,193,TOR,ATH,3,4,9
6,193,ARI,LAA,5,10,9
6,193,CLE,CHW,6,2,9
6,193,NYM,KCR,3,1,9
6,193,PIT,MIN,4,12,9
6,193,MIA,BAL,6,0,9
6,193,TBR,BOS,0,1,9
6,193,CHC,NYY,5,2,9
6,193,COL,CIN,3,4,9
6,193,LAD,SFG,2,1,9
6,193,PHI,SDP,4,5,9
6,193,WSN,MIL,5,6,9
6,193,ATL,STL,7,6,9
0,194,SEA,DET,8,4,9
0,194,TEX,HOU,5,1,9
0,194,TOR,ATH,3,6,9
0,194,ARI,LAA,5,1,9
0,194,CLE,CHW,6,5,10
0,194,NYM,KCR,2,3,9
0,194,PIT,MIN,2,1,9
0,194,MIA,BAL,11,1,9
0,194,TBR,BOS,1,4,9
0,194,CHC,NYY,4,1,9
0,194,COL,CIN,2,4,9
0,194,LAD,SFG,5,2,11
0,194,PHI,SDP,2,1,9
0,194,WSN,MIL,1,8,9
0,194,ATL,STL,4,5,9
5,199,HOU,SEA,1,6,9
5,199,ATH,CLE,6,8,9
5,199,LAA,PHI,6,5,9
5,199,DET,TEX,0,2,9
5,199,CHW,PIT,10,1,9
5,199,KCR,MIA,7,8,10
5,199,MIN,COL,4,6,9
5,199,BAL,TBR,1,11,9
5,199,BOS,CHC,1,4,9
5,199,NYY,ATL,3,7,9
5,199,SFG,TOR,0,4,9
5,199,STL,ARI,3,7,9
5,199,MIL,LAD,2,0,9
5,199,SDP,WSN,7,2,9
5,199,CIN,NYM,8,4,9
6,200,HOU,SEA,6,7,11
6,200,ATH,CLE,8,2,9
6,200,LAA,PHI,5,9,9
6,200,DET,TEX,1,4,9
6,200,CHW,PIT,10,4,9
6,200,KCR,MIA,1,3,9
6,200,MIN,COL,6,10,9
6,200,BAL,TBR,3,4,9
6,200,BOS,CHC,0,6,9
6,200,NYY,ATL,12,9,9
6,200,SFG,TOR,3,6,9
6,200,STL,ARI,1,10,9
6,200,MIL,LAD,8,7,9
6,200,SDP,WSN,2,4,9
6,200,CIN,NYM,5,2,9
0,201,HOU,SEA,11,3,9
0,201,ATH,CLE,2,8,9
0,201,LAA,PHI,8,2,9
0,201,DET,TEX,2,1,9
0,201,CHW,PIT,7,2,9
0,201,KCR,MIA,7,4,9
0,201,MIN,COL,7,1,9
0,201,BAL,TBR,5,3,9
0,201,BOS,CHC,6,1,9
0,201,NYY,ATL,4,2,9
0,201,SFG,TOR,6,8,9
0,201,STL,ARI,3,5,9
0,201,MIL,LAD,6,5,9
0,201,SDP,WSN,8,1,9
0,201,CIN,NYM,2,3,9
1,202,MIL,SEA,6,0,9
1,202,HOU,ARI,6,3,9
1,202,ATH,TEX,2,7,9
1,202,LAA,NYM,5,7,9
1,202,CHW,TBR,8,3,9
1,202,BAL,CLE,5,10,9
1,202,DET,PIT,0,3,9
1,202,KCR,CHC,12,4,9
1,202,MIN,LAD,2,5,9
1,202,BOS,PHI,2,3,10
1,202,NYY,TOR,1,4,9
1,202,STL,COL,6,2,9
1,202,SDP,MIA,2,1,9
1,202,SFG,ATL,5,9,9
1,202,CIN,WSN,8,10,9
2,203,MIL,SEA,0,1,9
2,203,HOU,ARI,3,1,9
2,203,ATH,TEX,2,6,9
2,203,LAA,NYM,2,3,9
2,203,CHW,TBR,3,4,9
2,203,BAL,CLE,3,6,9
2,203,DET,PIT,5,8,9
2,203,KCR,CHC,0,6,9
2,203,MIN,LAD,10,7,9
2,203,BOS,PHI,1,4,9
2,203,NYY,TOR,5,4,9
2,203,STL,COL,4,8,9
2,203,SDP,MIA,3,4,9
2,203,SFG,ATL,9,0,9
2,203,CIN,WSN,1,6,9
3,204,MIL,SEA,10,2,9
3,204,HOU,ARI,4,3,9
3,204,ATH,TEX,1,2,9
3,204,LAA,NYM,3,6,9
3,204,CHW,TBR,11,9,9
3,204,BAL,CLE,2,3,9
3,204,DET,PIT,1,6,9
3,204,KCR,CHC,8,4,9
3,204,MIN,LAD,3,4,9
3,204,BOS,PHI,9,8,11
3,204,NYY,TOR,4,8,9
3,204,STL,COL,0,6,9
3,204,SDP,MIA,2,3,9
3,204,SFG,ATL,9,3,9
3,204,CIN,WSN,5,0,9
4,205,SEA,LAA,4,2,9
4,205,ATH,HOU,5,2,9
4,205,BAL,CLE,4,3,9
4,205,TOR,DET,11,4,9
4,205,SDP,STL,7,9,9
5,206,SEA,LAA,2,3,10
5,206,ATH,HOU,15,3,9
5,206,ATL,TEX,3,8,9
5,206,CHC,CHW,5,12,9
5,206,TOR,DET,6,2,9
5,206,WSN,MIN,0,1,9
5,206,COL,BAL,6,5,9
5,206,LAD,BOS,5,2,9
5,206,PHI,NYY,12,5,9
5,206,TBR,CIN,2,7,9
5,206,ARI,PIT,1,0,11
5,206,SDP,STL,0,3,9
5,206,NYM,SFG,8,1,9
5,206,MIA,MIL,5,1,9
6,207,SEA,LAA,7,2,9
6,207,ATH,HOU,5,1,9
6,207,ATL,TEX,5,6,10
6,207,CHC,CHW,6,1,9
6,207,CLE,KCR,3,5,10
6,207,CLE,KCR,6,4,9
6,207,TOR,DET,6,1,9
6,207,WSN,MIN,9,3,9
6,207,COL,BAL,0,18,9
6,207,LAD,BOS,2,4,9
6,207,PHI,NYY,9,4,9
