Day,Away,Home,RA,RH,Inn
6,147,LAD,TBR,6,5,9
6,147,NYM,COL,7,10,9
6,147,SFG,MIL,3,1,9
6,147,CIN,CHC,8,5,9
6,147,PHI,ATL,2,1,9
0,148,PIT,SEA,3,6,10
0,148,HOU,OAK,10,1,9
0,148,MIA,LAA,2,0,9
0,148,TEX,BAL,2,3,9
0,148,CHW,DET,5,6,10
0,148,STL,CLE,3,4,9
0,148,WSN,KCR,2,3,9
0,148,TOR,MIN,3,0,9
0,148,BOS,ARI,2,4,9
0,148,SDP,NYY,7,10,9
0,148,LAD,TBR,10,11,9
0,148,NYM,COL,10,11,9
0,148,SFG,MIL,5,7,9
0,148,CIN,CHC,8,5,9
0,148,PHI,ATL,4,11,9
1,149,NYY,SEA,10,4,9
1,149,MIN,HOU,7,5,10
1,149,ATL,OAK,2,7,9
1,149,LAA,CHW,6,4,9
1,149,TEX,DET,5,0,9
1,149,CLE,BAL,5,0,9
1,149,KCR,STL,7,0,9
1,149,TBR,CHC,0,1,9
1,149,COL,ARI,5,7,9
1,149,WSN,LAD,1,6,9
1,149,PIT,SFG,4,14,9
2,150,NYY,SEA,10,2,9
2,150,MIN,HOU,1,5,9
2,150,ATL,OAK,1,2,9
2,150,LAA,CHW,3,7,9
2,150,TEX,DET,10,6,9
2,150,CLE,BAL,5,8,9
2,150,KCR,STL,1,2,9
2,150,CIN,BOS,9,8,9
2,150,TBR,CHC,1,2,9
2,150,MIL,TOR,2,7,9
2,150,COL,ARI,1,5,9
2,150,WSN,LAD,3,9,9
2,150,SDP,MIA,9,4,9
2,150,PIT,SFG,2,1,9
2,150,PHI,NYM,0,2,9
3,151,NYY,SEA,0,1,10
3,151,MIN,HOU,8,2,9
3,151,ATL,OAK,4,2,9
3,151,LAA,CHW,12,5,9
3,151,TEX,DET,2,3,9
3,151,CLE,BAL,12,8,9
3,151,CIN,BOS,5,4,9
3,151,TBR,CHC,4,3,9
3,151,MIL,TOR,4,2,9
3,151,COL,ARI,0,6,9
3,151,WSN,LAD,10,6,9
3,151,SDP,MIA,1,2,9
3,151,PIT,SFG,9,4,9
3,151,PHI,NYM,1,4,9
4,152,LAA,HOU,2,5,9
4,152,CLE,MIN,6,7,9
4,152,CIN,BOS,2,8,9
4,152,MIL,TOR,1,3,9
4,152,COL,ARI,4,5,9
4,152,SDP,MIA,10,1,9
4,152,PHI,NYM,2,4,9
5,153,SEA,TEX,0,2,9
5,153,LAA,HOU,2,6,9
5,153,OAK,MIA,0,4,9
5,153,DET,CHW,0,3,9
5,153,CLE,MIN,0,1,9
5,153,COL,KCR,7,2,9
5,153,BAL,SFG,3,2,9
5,153,NYY,LAD,4,8,9
5,153,TOR,NYM,3,0,9
5,153,ATL,ARI,2,3,9
5,153,CHC,SDP,2,1,9
5,153,MIL,CIN,5,4,11
5,153,STL,PIT,5,7,9
5,153,PHI,WSN,7,8,9
6,154,SEA,TEX,6,16,9
6,154,LAA,HOU,6,9,9
6,154,OAK,MIA,1,12,9
6,154,DET,CHW,1,2,10
6,154,CLE,MIN,4,2,9
6,154,COL,KCR,6,4,9
6,154,BAL,SFG,0,4,9
6,154,TBR,BOS,5,8,9
6,154,TBR,BOS,4,2,9
6,154,NYY,LAD,6,3,9
6,154,TOR,NYM,2,1,9
6,154,ATL,ARI,5,2,9
6,154,CHC,SDP,0,6,9
6,154,MIL,CIN,10,8,9
6,154,STL,PIT,3,4,9
6,154,PHI,WSN,4,2,9
0,155,SEA,TEX,3,12,9
0,155,LAA,HOU,2,1,9
0,155,OAK,MIA,5,7,9
0,155,DET,CHW,2,6,9
0,155,CLE,MIN,2,1,9
0,155,COL,KCR,0,2,9
0,155,BAL,SFG,8,3,9
0,155,TBR,BOS,6,2,9
0,155,NYY,LAD,4,1,9
0,155,TOR,NYM,6,4,9
0,155,ATL,ARI,8,5,9
0,155,CHC,SDP,7,1,9
0,155,MIL,CIN,5,1,9
0,155,STL,PIT,1,2,9
0,155,PHI,WSN,11,3,9
1,156,HOU,TOR,11,4,9
1,156,OAK,PIT,4,5,9
1,156,STL,TEX,3,4,9
1,156,DET,PHI,3,8,9
1,156,KCR,MIA,6,9,9
1,156,TBR,BOS,4,1,9
1,156,CHC,SDP,0,5,9
1,156,MIL,CIN,0,2,9
2,157,SEA,SDP,4,1,9
2,157,HOU,TOR,1,5,9
2,157,OAK,PIT,11,2,9
2,157,CHC,LAA,4,7,9
2,157,STL,TEX,4,6,9
2,157,CHW,NYY,3,2,9
2,157,BOS,CLE,5,4,9
2,157,DET,PHI,0,1,9
2,157,KCR,MIA,1,6,9
2,157,MIN,TBR,0,7,9
2,157,BAL,MIL,3,4,10
2,157,ARI,WSN,10,5,9
2,157,SFG,COL,10,4,9
2,157,LAD,CIN,8,9,9
2,157,NYM,ATL,4,6,9
3,158,SEA,SDP,3,10,9
3,158,HOU,TOR,2,3,9
3,158,OAK,PIT,9,5,9
3,158,CHC,LAA,2,6,9
3,158,STL,TEX,1,0,9
3,158,BOS,CLE,2,5,9
3,158,KCR,MIA,1,6,9
3,158,MIN,TBR,1,2,9
3,158,BAL,MIL,2,10,9
3,158,ARI,WSN,6,2,9
3,158,SFG,COL,5,4,9
3,158,LAD,CIN,6,8,9
3,158,NYM,ATL,5,7,9
4,159,HOU,TOR,2,3,9
4,159,CHC,LAA,1,3,9
4,159,CHW,NYY,6,5,9
4,159,CHW,NYY,0,3,9
4,159,BOS,CLE,3,10,9
4,159,DET,PHI,2,3,9
4,159,MIN,TBR,2,4,9
4,159,BAL,MIL,6,3,9
4,159,SFG,COL,6,4,9
4,159,LAD,CIN,6,0,9
4,159,NYM,ATL,10,13,10
5,160,SEA,LAA,4,5,9
5,160,HOU,CLE,9,10,14
5,160,OAK,MIL,5,2,9
5,160,TEX,TBR,3,8,9
5,160,MIA,CHW,1,2,9
5,160,ARI,DET,11,6,9
5,160,KCR,BAL,2,3,9
5,160,MIN,TOR,3,2,10
5,160,BOS,NYY,3,2,9
5,160,SDP,COL,9,6,9
5,160,LAD,PHI,4,5,9
5,160,CHC,SFG,3,2,9
5,160,CIN,STL,4,7,9
5,160,NYM,PIT,7,14,9
5,160,WSN,ATL,2,3,9
6,161,SEA,LAA,6,2,9
6,161,HOU,CLE,6,4,9
6,161,OAK,MIL,2,1,10
6,161,TEX,TBR,8,4,9
6,161,MIA,CHW,5,1,9
6,161,ARI,DET,5,0,9
6,161,KCR,BAL,1,6,9
6,161,MIN,TOR,9,4,9
6,161,BOS,NYY,1,3,9
6,161,SDP,COL,3,2,9
6,161,LAD,PHI,9,0,9
6,161,CHC,SFG,4,0,9
6,161,CIN,STL,8,4,9
6,161,NYM,PIT,5,1,9
6,161,WSN,ATL,4,6,9
0,162,SEA,LAA,4,9,9
0,162,HOU,CLE,0,5,9
0,162,OAK,MIL,8,6,9
0,162,TEX,TBR,3,7,9
0,162,MIA,CHW,6,5,9
0,162,ARI,DET,7,5,9
0,162,KCR,BAL,3,11,9
0,162,MIN,TOR,6,7,9
0,162,BOS,NYY,3,2,10
0,162,SDP,COL,4,5,9
0,162,LAD,PHI,3,7,9
0,162,CHC,SFG,3,13,9
0,162,CIN,STL,4,3,9
0,162,NYM,PIT,1,2,9
0,162,WSN,ATL,6,2,9
1,163,MIA,SEA,1,8,9
1,163,TBR,OAK,3,4,9
1,163,LAA,TEX,9,6,12
1,163,ATL,DET,5,6,10
1,163,CIN,KCR,5,4,10
1,163,COL,BOS,4,3,10
1,163,PHI,ARI,8,9,9
1,163,SFG,STL,4,3,9
2,164,MIA,SEA,3,9,9
2,164,WSN,HOU,1,6,9
2,164,TBR,OAK,1,2,9
2,164,LAA,TEX,7,3,9
2,164,CHW,LAD,1,5,9
2,164,CLE,SDP,3,6,9
2,164,CIN,KCR,5,4,9
2,164,MIL,MIN,5,7,9
2,164,TOR,BAL,6,11,9
2,164,COL,BOS,7,6,10
2,164,NYY,NYM,7,6,9
2,164,PHI,ARI,15,3,9
2,164,SFG,STL,11,3,9
2,164,PIT,CHC,3,11,9
3,165,MIA,SEA,4,1,9
3,165,WSN,HOU,4,5,9
3,165,TBR,OAK,6,3,9
3,165,LAA,TEX,3,6,9
3,165,CHW,LAD,8,4,9
3,165,CLE,SDP,0,5,9
3,165,ATL,DET,10,7,9
3,165,ATL,DET,6,5,9
3,165,CIN,KCR,7,4,9
3,165,MIL,MIN,2,4,9
3,165,TOR,BAL,3,1,9
3,165,COL,BOS,3,6,9
3,165,NYY,NYM,3,4,10
3,165,PHI,ARI,4,3,10
3,165,SFG,STL,8,5,10
3,165,PIT,CHC,6,10,9
4,166,WSN,HOU,4,1,10
4,166,TBR,OAK,4,3,9
4,166,LAA,TEX,5,3,9
4,166,CHW,LAD,4,5,11
4,166,CLE,SDP,8,6,9
4,166,DET,MIN,8,4,9
4,166,TOR,BAL,2,4,9
4,166,PHI,ARI,5,4,9
4,166,COL,ATL,3,8,9
4,166,PIT,CHC,2,7,9
5,167,CHW,SEA,2,3,9
5,167,CIN,HOU,2,1,9
5,167,PHI,OAK,6,1,9
5,167,LAA,KCR,3,0,9
5,167,TOR,TEX,2,1,9
5,167,CLE,ARI,1,5,9
5,167,DET,MIN,7,1,9
5,167,BAL,CHC,3,10,9
5,167,NYY,BOS,5,15,9
5,167,TBR,SDP,6,2,9
5,167,COL,ATL,1,8,9
5,167,SFG,LAD,7,5,11
5,167,PIT,MIL,4,5,9
5,167,STL,NYM,1,6,9
5,167,MIA,WSN,6,5,9
6,168,CHW,SEA,4,3,11
6,168,CIN,HOU,10,3,9
6,168,PHI,OAK,3,2,12
6,168,LAA,KCR,9,10,9
6,168,TOR,TEX,2,4,9
6,168,CLE,ARI,3,6,9
6,168,DET,MIN,0,2,9
6,168,BAL,CHC,2,3,9
6,168,TBR,SDP,0,2,9
6,168,COL,ATL,2,10,9
6,168,SFG,LAD,15,0,9
6,168,PIT,MIL,0,5,9
6,168,STL,NYM,5,3,9
6,168,MIA,WSN,5,2,9
0,169,CHW,SEA,1,5,9
0,169,CIN,HOU,9,7,10
0,169,PHI,OAK,3,2,9
0,169,LAA,KCR,5,2,9
0,169,TOR,TEX,7,11,9
0,169,CLE,ARI,12,3,9
0,169,DET,MIN,6,4,9
0,169,BAL,CHC,6,3,9
0,169,NYY,BOS,2,6,9
0,169,NYY,BOS,1,4,9
0,169,TBR,SDP,4,5,9
0,169,COL,ATL,6,14,9
0,169,SFG,LAD,7,3,9
0,169,PIT,MIL,2,5,9
0,169,STL,NYM,8,7,9
0,169,MIA,WSN,4,2,9
1,170,NYM,HOU,11,1,9
1,170,TEX,CHW,5,2,9
1,170,KCR,DET,4,6,9
1,170,BOS,MIN,9,3,9
1,170,TOR,MIA,0,11,9
1,170,ARI,MIL,9,1,9
1,170,COL,CIN,4,5,9
1,170,SDP,SFG,4,7,10
1,170,CHC,PIT,8,0,9
1,170,STL,WSN,8,6,9
2,171,SEA,NYY,1,3,9
2,171,NYM,HOU,2,4,9
2,171,OAK,CLE,2,3,10
2,171,LAD,LAA,2,0,9
2,171,TEX,CHW,6,7,9
2,171,KCR,DET,1,0,9
2,171,BOS,MIN,10,4,9
2,171,BAL,TBR,8,6,9
2,171,TOR,MIA,2,0,9
2,171,ARI,MIL,5,7,9
2,171,COL,CIN,6,8,9
2,171,SDP,SFG,3,4,9
2,171,CHC,PIT,4,0,9
2,171,STL,WSN,9,3,9
2,171,ATL,PHI,4,2,9
3,172,SEA,NYY,2,4,9
3,172,NYM,HOU,8,10,9
3,172,OAK,CLE,6,7,9
3,172,LAD,LAA,2,0,9
3,172,TEX,CHW,6,3,9
3,172,KCR,DET,4,9,9
3,172,BOS,MIN,4,5,10
3,172,BAL,TBR,2,7,9
3,172,TOR,MIA,6,3,9
3,172,ARI,MIL,5,1,9
3,172,COL,CIN,3,5,9
3,172,SDP,SFG,2,4,9
3,172,CHC,PIT,8,3,9
3,172,STL,WSN,0,3,9
4,173,SEA,NYY,10,2,9
4,173,OAK,CLE,1,6,9
4,173,KCR,TBR,6,5,9
4,173,BOS,MIN,0,6,9
4,173,ARI,WSN,5,3,9
4,173,SDP,SFG,10,0,9
4,173,PIT,MIA,4,6,9
4,173,ATL,PHI,5,1,10
5,174,SEA,BAL,13,1,9
5,174,HOU,LAD,2,3,9
5,174,OAK,TOR,5,4,9
5,174,LAA,COL,4,7,9
5,174,TEX,NYY,4,2,10
5,174,BOS,CHW,3,1,9
5,174,MIL,CLE,7,1,9
5,174,MIN,DET,4,1,9
5,174,KCR,TBR,3,11,9
5,174,ARI,SFG,5,8,9
5,174,WSN,SDP,3,13,9
5,174,ATL,CIN,10,11,9
5,174,PIT,MIA,3,1,9
5,174,NYM,PHI,1,5,9
6,175,SEA,BAL,4,6,10
6,175,HOU,LAD,7,8,9
6,175,OAK,TOR,3,7,9
6,175,LAA,COL,25,1,9
6,175,TEX,NYY,0,1,9
6,175,BOS,CHW,4,5,9
6,175,MIL,CLE,2,4,9
6,175,MIN,DET,2,3,9
6,175,KCR,TBR,9,4,9
6,175,ARI,SFG,6,7,9
6,175,WSN,SDP,2,0,9
6,175,CHC,STL,9,1,9
6,175,ATL,CIN,7,6,9
6,175,PIT,MIA,3,4,11
6,175,NYM,PHI,4,2,9
0,176,SEA,BAL,2,3,9
0,176,HOU,LAD,6,5,11
0,176,OAK,TOR,1,12,9
0,176,LAA,COL,3,4,9
0,176,TEX,NYY,3,5,9
0,176,BOS,CHW,1,4,9
0,176,MIL,CLE,5,4,10
0,176,MIN,DET,6,3,10
0,176,KCR,TBR,1,3,9
0,176,ARI,SFG,5,2,9
0,176,WSN,SDP,8,3,9
0,176,CHC,STL,5,7,9
0,176,ATL,CIN,7,6,9
0,176,PIT,MIA,0,2,9
0,176,NYM,PHI,6,7,9
1,177,WSN,SEA,4,8,9
1,177,CHW,LAA,1,2,9
1,177,DET,TEX,7,2,9
1,177,MIN,ATL,1,4,9
1,177,CIN,BAL,3,10,9
1,177,MIL,NYM,2,1,9
2,178,WSN,SEA,7,4,11
2,178,HOU,STL,2,4,9
2,178,NYY,OAK,1,2,9
2,178,CHW,LAA,2,4,9
2,178,DET,TEX,3,8,9
2,178,CLE,KCR,2,1,9
2,178,MIN,ATL,2,6,9
2,178,CIN,BAL,3,1,9
2,178,MIA,BOS,10,1,9
2,178,TBR,ARI,4,8,9
2,178,SFG,TOR,3,0,9
2,178,LAD,COL,5,0,9
2,178,SDP,PIT,4,9,9
2,178,PHI,CHC,5,1,9
2,178,MIL,NYM,2,7,9
3,179,WSN,SEA,4,1,9
3,179,HOU,STL,10,7,9
3,179,NYY,OAK,11,0,9
3,179,CHW,LAA,11,5,9
3,179,DET,TEX,2,10,9
3,179,CLE,KCR,14,1,9
3,179,MIN,ATL,0,3,9
3,179,CIN,BAL,11,7,10
3,179,MIA,BOS,6,2,9
3,179,TBR,ARI,3,2,9
3,179,SFG,TOR,1,6,9
3,179,LAD,COL,8,9,9
3,179,SDP,PIT,1,7,9
3,179,PHI,CHC,8,5,9
3,179,MIL,NYM,5,2,9
4,180,HOU,STL,14,0,9
4,180,NYY,OAK,10,4,9
4,180,CHW,LAA,9,7,9
4,180,DET,TEX,8,5,9
4,180,CLE,KCR,3,4,10
4,180,MIA,BOS,2,0,9
4,180,TBR,ARI,6,1,9
4,180,SFG,TOR,1,2,9
4,180,LAD,COL,14,3,9
4,180,SDP,PIT,4,5,9
4,180,PHI,CHC,3,1,9
4,180,MIL,NYM,3,2,9
5,181,TBR,SEA,15,4,9
5,181,HOU,TEX,5,3,9
5,181,CHW,OAK,4,7,9
5,181,ARI,LAA,6,2,9
5,181,CLE,CHC,1,10,9
5,181,DET,COL,5,8,9
5,181,LAD,KCR,9,3,9
5,181,MIN,BAL,8,1,9
5,181,BOS,TOR,5,0,9
5,181,SDP,CIN,5,7,11
5,181,SFG,NYM,5,4,9
5,181,MIL,PIT,7,8,9
5,181,MIA,ATL,4,16,9
5,181,WSN,PHI,2,1,9
6,182,TBR,SEA,3,8,9
6,182,HOU,TEX,2,5,9
6,182,CHW,OAK,6,7,10
6,182,ARI,LAA,3,1,9
6,182,CLE,CHC,6,0,9
6,182,DET,COL,4,2,10
6,182,LAD,KCR,4,6,9
6,182,MIN,BAL,1,0,9
6,182,BOS,TOR,7,6,9
6,182,NYY,STL,4,11,9
6,182,NYY,STL,6,2,9
6,182,SDP,CIN,12,5,9
6,182,SFG,NYM,1,4,9
6,182,MIL,PIT,11,8,9
6,182,MIA,ATL,0,7,9
6,182,WSN,PHI,4,19,9
0,183,TBR,SEA,6,7,9
0,183,HOU,TEX,5,3,9
0,183,CHW,OAK,8,7,9
0,183,ARI,LAA,2,5,9
0,183,CLE,CHC,8,6,10
0,183,DET,COL,14,9,9
0,183,LAD,KCR,1,9,9
0,183,MIN,BAL,1,2,9
0,183,BOS,TOR,5,4,9
0,183,NYY,STL,1,5,9
0,183,SDP,CIN,3,4,9
0,183,SFG,NYM,4,8,9
0,183,MIL,PIT,6,3,9
0,183,MIA,ATL,3,6,9
0,183,WSN,PHI,5,4,9
1,184,SEA,SFG,6,5,9
1,184,HOU,TEX,12,11,9
1,184,LAA,SDP,3,10,9
1,184,ATL,CLE,4,2,9
1,184,KCR,MIN,4,8,9
1,184,BAL,NYY,3,6,9
1,184,PIT,LAD,2,5,9
1,184,CHC,MIL,6,8,9
1,184,CIN,WSN,3,2,9
1,184,STL,MIA,4,5,9
2,185,SEA,SFG,6,0,9
2,185,COL,HOU,1,4,9
2,185,OAK,DET,1,0,10
2,185,LAA,SDP,5,8,9
2,185,TEX,BOS,6,2,9
2,185,TOR,CHW,4,3,9
2,185,ATL,CLE,5,6,10
2,185,KCR,MIN,3,9,9
2,185,BAL,NYY,4,8,9
2,185,PHI,TBR,3,1,9
2,185,NYM,ARI,8,5,9
2,185,PIT,LAD,9,7,9
2,185,CHC,MIL,7,6,11
2,185,CIN,WSN,8,4,9
2,185,STL,MIA,2,15,9
3,186,SEA,SFG,0,2,9
3,186,COL,HOU,4,6,9
3,186,OAK,DET,12,3,9
3,186,LAA,SDP,3,5,9
3,186,TEX,BOS,2,4,9
3,186,ATL,CLE,8,1,9
3,186,KCR,MIN,0,5,9
3,186,BAL,NYY,6,3,9
3,186,PHI,TBR,8,4,9
3,186,NYM,ARI,2,1,9
3,186,PIT,LAD,4,6,9
3,186,CHC,MIL,4,3,9
3,186,CIN,WSN,9,2,9
3,186,STL,MIA,9,10,9
4,187,SEA,HOU,5,1,9
4,187,OAK,DET,0,9,9
4,187,TEX,BOS,6,10,9
4,187,TOR,CHW,6,2,11
4,187,TOR,CHW,5,4,9
4,187,KCR,CLE,1,6,9
4,187,BAL,NYY,14,1,9
4,187,PHI,TBR,3,1,11
4,187,NYM,ARI,9,0,9
4,187,PIT,LAD,2,5,9
4,187,CHC,MIL,5,6,9
4,187,CIN,WSN,5,4,10
4,187,STL,MIA,3,0,9
5,188,SEA,HOU,10,1,9
5,188,OAK,BOS,3,7,9
5,188,LAA,LAD,4,11,9
5,188,TEX,WSN,7,2,9
5,188,STL,CHW,7,8,9
5,188,KCR,CLE,0,3,9
5,188,TOR,DET,12,2,9
5,188,BAL,MIN,3,1,10
5,188,CHC,NYY,3,0,9
5,188,ATL,TBR,2,1,9
5,188,PIT,ARI,3,7,9
5,188,COL,SFG,5,2,9
5,188,NYM,SDP,7,5,10
5,188,CIN,MIL,3,7,9
5,188,PHI,MIA,4,3,9
6,189,SEA,HOU,2,3,9
6,189,OAK,BOS,3,10,9
6,189,LAA,LAD,5,10,9
6,189,TEX,WSN,3,8,9
6,189,STL,CHW,3,0,9
6,189,KCR,CLE,6,10,9
6,189,TOR,DET,0,2,9
6,189,BAL,MIN,6,2,9
6,189,CHC,NYY,3,6,9
6,189,ATL,TBR,6,1,9
6,189,PIT,ARI,2,3,10
6,189,COL,SFG,3,5,9
6,189,NYM,SDP,1,3,9
6,189,CIN,MIL,8,5,9
6,189,PHI,MIA,3,5,9
0,190,SEA,HOU,3,1,9
0,190,OAK,BOS,3,4,9
0,190,TEX,WSN,2,7,9
0,190,STL,CHW,4,3,10
0,190,KCR,CLE,4,1,9
0,190,TOR,DET,4,3,10
0,190,BAL,MIN,15,2,9
0,190,CHC,NYY,7,4,9
0,190,ATL,TBR,4,10,9
0,190,PIT,ARI,4,2,9
0,190,COL,SFG,0,1,9
0,190,NYM,SDP,2,6,9
0,190,CIN,MIL,0,1,9
0,190,PHI,MIA,3,7,9
5,195,DET,SEA,5,4,9
5,195,HOU,LAA,7,5,9
5,195,MIN,OAK,5,4,9
5,195,CLE,TEX,4,12,9
5,195,CHW,ATL,0,9,9
5,195,MIA,BAL,2,5,9
5,195,BOS,CHC,8,3,9
5,195,NYY,COL,2,7,9
5,195,ARI,TOR,2,7,9
5,195,LAD,NYM,6,0,9
5,195,SDP,PHI,8,3,9
5,195,SFG,PIT,6,4,9
5,195,MIL,CIN,1,0,9
5,195,WSN,STL,7,5,10
6,196,DET,SEA,6,0,9
6,196,HOU,LAA,12,13,10
6,196,MIN,OAK,10,7,9
6,196,CLE,TEX,0,2,9
6,196,CHW,ATL,6,5,9
6,196,TBR,KCR,6,1,9
6,196,TBR,KCR,4,2,9
6,196,MIA,BAL,5,6,9
6,196,BOS,CHC,4,10,9
6,196,NYY,COL,6,3,9
6,196,ARI,TOR,2,5,9
6,196,LAD,NYM,5,1,9
6,196,SDP,PHI,4,6,9
6,196,SDP,PHI,4,9,9
6,196,SFG,PIT,3,1,9
6,196,MIL,CIN,3,0,9
6,196,WSN,STL,6,9,9
0,197,DET,SEA,0,2,9
0,197,HOU,LAA,9,8,9
0,197,MIN,OAK,5,4,9
0,197,CLE,TEX,5,6,9
0,197,CHW,ATL,8,1,9
0,197,TBR,KCR,4,8,9
0,197,MIA,BAL,4,5,9
0,197,BOS,CHC,11,5,9
0,197,NYY,COL,7,8,11
0,197,ARI,TOR,5,7,9
0,197,LAD,NYM,1,2,10
0,197,SDP,PHI,6,7,12
0,197,SFG,PIT,8,4,10
0,197,MIL,CIN,4,3,9
0,197,WSN,STL,4,8,9
1,198,MIN,SEA,6,7,9
1,198,BOS,OAK,7,0,9
1,198,NYY,LAA,3,4,10
1,198,TBR,TEX,2,3,9
1,198,CLE,PIT,11,0,9
1,198,DET,KCR,3,2,9
1,198,LAD,BAL,6,4,9
1,198,SFG,CIN,4,2,10
1,198,WSN,CHC,7,5,9
1,198,MIA,STL,4,6,9
2,199,MIN,SEA,10,3,9
2,199,HOU,COL,3,4,9
2,199,BOS,OAK,0,3,9
2,199,NYY,LAA,1,5,9
2,199,TBR,TEX,3,5,9
2,199,CHW,NYM,10,11,9
2,199,CLE,PIT,10,1,9
2,199,DET,KCR,10,11,9
2,199,LAD,BAL,10,3,9
2,199,SDP,TOR,9,1,9
2,199,ARI,ATL,16,13,9
2,199,SFG,CIN,11,10,9
2,199,WSN,CHC,3,17,9
2,199,MIL,PHI,3,4,9
2,199,MIA,STL,2,5,10
3,200,MIN,SEA,6,3,9
3,200,HOU,COL,4,1,9
3,200,BOS,OAK,5,6,9
3,200,NYY,LAA,3,7,9
3,200,TBR,TEX,1,5,9
3,200,CHW,NYM,1,5,9
3,200,CLE,PIT,5,7,9
3,200,DET,KCR,3,2,9
3,200,LAD,BAL,5,8,9
3,200,SDP,TOR,2,0,9
3,200,ARI,ATL,5,3,9
3,200,SFG,CIN,2,3,9
3,200,WSN,CHC,3,8,9
3,200,MIL,PHI,5,3,9
3,200,MIA,STL,4,6,9
4,201,MIN,SEA,0,5,9
4,201,HOU,OAK,3,1,9
4,201,CHW,NYM,6,2,9
4,201,DET,KCR,3,0,9
4,201,BAL,TBR,4,3,10
4,201,SDP,TOR,0,4,9
4,201,ARI,ATL,5,7,9
4,201,SFG,CIN,1,5,9
4,201,STL,CHC,7,2,9
4,201,MIL,PHI,4,0,9
5,202,TOR,SEA,2,3,9
5,202,HOU,OAK,6,4,9
5,202,PIT,LAA,5,8,9
5,202,LAD,TEX,11,5,9
5,202,CHW,MIN,4,9,9
5,202,PHI,CLE,5,6,9
5,202,SDP,DET,5,4,9
5,202,KCR,NYY,4,5,9
5,202,BAL,TBR,0,3,9
5,202,NYM,BOS,5,4,9
5,202,ARI,CIN,6,9,9
5,202,COL,MIA,6,1,9
5,202,SFG,WSN,3,5,9
5,202,STL,CHC,3,4,9
5,202,ATL,MIL,6,4,9
6,203,TOR,SEA,8,9,9
6,203,HOU,OAK,1,4,9
6,203,PIT,LAA,3,0,9
6,203,LAD,TEX,16,3,9
6,203,CHW,MIN,2,3,9
6,203,PHI,CLE,0,1,9
6,203,SDP,DET,14,3,9
6,203,KCR,NYY,2,5,9
6,203,BAL,TBR,6,5,9
6,203,NYM,BOS,6,8,9
6,203,ARI,CIN,2,4,9
6,203,COL,MIA,4,3,9
6,203,SFG,WSN,1,10,9
6,203,STL,CHC,6,8,9
6,203,ATL,MIL,3,4,9
0,204,TOR,SEA,4,3,9
0,204,HOU,OAK,3,2,9
0,204,PIT,LAA,5,7,9
0,204,LAD,TEX,4,8,9
0,204,CHW,MIN,4,5,12
0,204,PHI,CLE,8,5,10
0,204,SDP,DET,1,3,9
0,204,KCR,NYY,5,8,9
0,204,BAL,TBR,5,3,9
0,204,NYM,BOS,1,6,9
0,204,ARI,CIN,3,7,9
0,204,COL,MIA,2,3,10
0,204,SFG,WSN,1,6,9
0,204,STL,CHC,2,7,9
0,204,ATL,MIL,4,2,9
1,205,SEA,MIN,3,4,10
1,205,TEX,HOU,9,10,9
1,205,KCR,CLE,5,3,9
1,205,SFG,DET,1,5,9
1,205,BAL,PHI,3,2,9
1,205,TOR,LAD,6,3,11
1,205,STL,ARI,10,6,9
1,205,COL,WSN,10,6,9
1,205,PIT,SDP,8,4,9
1,205,CIN,MIL,2,3,9
2,206,SEA,MIN,9,7,9
2,206,TEX,HOU,3,4,9
2,206,OAK,SFG,1,2,9
2,206,LAA,DET,7,6,10
2,206,CHC,CHW,7,3,9
2,206,KCR,CLE,1,5,9
2,206,BAL,PHI,3,4,9
2,206,ATL,BOS,1,7,9
2,206,NYM,NYY,9,3,9
2,206,MIA,TBR,1,4,9
2,206,TOR,LAD,7,8,10
2,206,STL,ARI,1,3,9
2,206,COL,WSN,5,6,9
2,206,PIT,SDP,1,5,9
2,206,CIN,MIL,4,3,9
3,207,SEA,MIN,8,7,9
3,207,TEX,HOU,13,5,9
3,207,OAK,SFG,3,8,9
3,207,CHC,CHW,10,7,9
3,207,KCR,CLE,3,8,9
3,207,BAL,PHI,4,6,9
3,207,ATL,BOS,3,5,9
3,207,NYM,NYY,1,3,9
3,207,MIA,TBR,7,1,9
3,207,TOR,LAD,8,1,9
3,207,STL,ARI,11,7,9
3,207,COL,WSN,4,5,9
3,207,PIT,SDP,3,2,9
3,207,CIN,MIL,0,3,9
4,208,LAA,DET,6,0,9
4,208,LAA,DET,11,4,9
4,208,CLE,CHW,6,3,9
4,208,CHC,STL,10,3,9
4,208,WSN,NYM,1,2,9
5,209,SEA,ARI,5,2,9
5,209,TBR,HOU,4,3,9
5,209,OAK,COL,8,5,9
5,209,LAA,TOR,1,4,9
5,209,TEX,SDP,1,7,9
5,209,CLE,CHW,0,3,9
5,209,DET,MIA,5,6,9
5,209,MIN,KCR,5,8,10
5,209,NYY,BAL,0,1,9
5,209,BOS,SFG,3,2,9
5,209,CIN,LAD,6,5,9
5,209,CHC,STL,3,2,9
5,209,MIL,ATL,7,10,9
5,209,PHI,PIT,2,1,9
5,209,WSN,NYM,1,5,9
6,210,SEA,ARI,3,4,9
6,210,TBR,HOU,4,17,9
6,210,OAK,COL,11,3,9
6,210,LAA,TOR,1,6,9
6,210,TEX,SDP,0,4,9
6,210,CLE,CHW,2,7,9
6,210,DET,MIA,5,0,9
6,210,MIN,KCR,7,10,9
