0,Maryland,ACC
1,North Carolina,ACC
2,Wake Forest,ACC
3,Duke,ACC
4,NC State,ACC
5,Virginia,ACC
6,Clemson,ACC
7,Oklahoma,Big 8
8,Oklahoma State,Big 8
9,Colorado,Big 8
10,Nebraska,Big 8
11,Iowa State,Big 8
12,Missouri,Big 8
13,Kansas,Big 8
14,Kansas State,Big 8
15,Michigan,Big Ten
16,Ohio State,Big Ten
17,Minnesota,Big Ten
18,Illinois,Big Ten
19,Indiana,Big Ten
20,Purdue,Big Ten
21,Iowa,Big Ten
22,Wisconsin,Big Ten
23,Michigan State,Big Ten
24,Northwestern,Big Ten
25,Pitt,Ind
26,Rutgers,Ind
27,San Diego State,Ind
28,Colgate,Ind
29,Notre Dame,Ind
30,Boston College,Ind
31,Cincinnati,Ind
32,Memphis,Ind
33,Southern Illinois,Ind
34,Chattanooga,Ind
35,Villanova,Ind
36,Penn State,Ind
37,North Texas,Ind
38,South Carolina,Ind
39,Virginia Tech,Ind
40,Northwestern State,Ind
41,Army,Ind
42,Florida State,Ind
43,Illinois State,Ind
44,West Virginia,Ind
45,Georgia Tech,Ind
46,Temple,Ind
47,Air Force,Ind
48,Dayton,Ind
49,Louisville,Ind
50,Marshall,Ind
51,Navy,Ind
52,Indiana State,Ind
53,Hawaii,Ind
54,Holy Cross,Ind
55,Miami,Ind
56,Syracuse,Ind
57,Utah State,Ind
58,Louisiana-Monroe,Ind
59,Southern Miss,Ind
60,Tulane,Ind
61,Brown,Ivy
62,Yale,Ivy
63,Dartmouth,Ivy
64,Harvard,Ivy
65,Columbia,Ivy
66,Pennsylvania,Ivy
67,Cornell,Ivy
68,Princeton,Ivy
69,Ball State,MAC
70,Kent State,MAC
71,Ohio,MAC
72,Western Michigan,MAC
73,Central Michigan,MAC
74,Bowling Green,MAC
75,Miami (OH),MAC
76,Toledo,MAC
77,Eastern Michigan,MAC
78,Northern Illinois,MAC
79,Tulsa,MVC
80,New Mexico State,MVC
81,West Texas State,MVC
82,Wichita State,MVC
83,Drake,MVC
84,USC,Pac-8
85,UCLA,Pac-8
86,Stanford,Pac-8
87,California,Pac-8
88,Washington,Pac-8
89,Washington State,Pac-8
90,Oregon,Pac-8
91,Oregon State,Pac-8
92,San Jose State,PCAA
93,Fresno State,PCAA
94,Long Beach State,PCAA
95,Cal State Fullerton,PCAA
96,Pacific,PCAA
97,Georgia,SEC
98,Kentucky,SEC
99,Alabama,SEC
100,Mississippi State,SEC
101,Florida,SEC
102,Ole Miss,SEC
103,LSU,SEC
104,Tennessee,SEC
105,Auburn,SEC
106,Vanderbilt,SEC
107,East Carolina,Southern
108,Richmond,Southern
109,William & Mary,Southern
110,Appalachian State,Southern
111,Furman,Southern
112,The Citadel,Southern
113,Virginia Military Institute,Southern
114,McNeese State,Southland
115,Louisiana,Southland
116,Texas-Arlington,Southland
117,Louisiana Tech,Southland
118,Arkansas State,Southland
119,Lamar,Southland
120,Houston,SWC
121,Texas Tech,SWC
122,Texas A&M,SWC
123,Baylor,SWC
124,Texas,SWC
125,Arkansas,SWC
126,Rice,SWC
127,SMU,SWC
128,TCU,SWC
129,BYU,WAC
130,Wyoming,WAC
131,Arizona State,WAC
132,Utah,WAC
133,Arizona,WAC
134,New Mexico,WAC
135,Colorado State,WAC
136,UTEP,WAC
