0,USC,AAWU
1,Washington,AAWU
2,Washington State,AAWU
3,Stanford,AAWU
4,UCLA,AAWU
5,California,AAWU
6,Duke,ACC
7,Clemson,ACC
8,Maryland,ACC
9,South Carolina,ACC
10,NC State,ACC
11,North Carolina,ACC
12,Virginia,ACC
13,Wake Forest,ACC
14,Oklahoma,Big 8
15,Missouri,Big 8
16,Nebraska,Big 8
17,Kansas,Big 8
18,Iowa State,Big 8
19,Oklahoma State,Big 8
20,Colorado,Big 8
21,Kansas State,Big 8
22,Wisconsin,Big Ten
23,Minnesota,Big Ten
24,Northwestern,Big Ten
25,Ohio State,Big Ten
26,Michigan State,Big Ten
27,Purdue,Big Ten
28,Iowa,Big Ten
29,Illinois,Big Ten
30,Indiana,Big Ten
31,Michigan,Big Ten
32,Memphis,Ind
33,Oregon State,Ind
34,Penn State,Ind
35,West Texas State,Ind
36,Boston College,Ind
37,Utah State,Ind
38,Villanova,Ind
39,Buffalo,Ind
40,Oregon,Ind
41,Houston,Ind
42,Miami,Ind
43,Army,Ind
44,Holy Cross,Ind
45,Louisville,Ind
46,Xavier,Ind
47,Florida State,Ind
48,Air Force,Ind
49,Montana,Ind
50,Navy,Ind
51,Notre Dame,Ind
52,Pacific,Ind
53,Pitt,Ind
54,Rutgers,Ind
55,Syracuse,Ind
56,UTEP,Ind
57,New Mexico State,Ind
58,Colgate,Ind
59,Idaho,Ind
60,San Jose State,Ind
61,Boston University,Ind
62,Dayton,Ind
63,Detroit Mercy,Ind
64,Hardin-Simmons,Ind
65,Colorado State,Ind
66,Dartmouth,Ivy
67,Harvard,Ivy
68,Columbia,Ivy
69,Princeton,Ivy
70,Cornell,Ivy
71,Pennsylvania,Ivy
72,Yale,Ivy
73,Brown,Ivy
74,Bowling Green,MAC
75,Ohio,MAC
76,Miami (OH),MAC
77,Western Michigan,MAC
78,Kent State,MAC
79,Toledo,MAC
80,Marshall,MAC
81,Tulsa,MVC
82,North Texas,MVC
83,Cincinnati,MVC
84,Wichita State,MVC
85,Ole Miss,SEC
86,Alabama,SEC
87,LSU,SEC
88,Georgia Tech,SEC
89,Florida,SEC
90,Auburn,SEC
91,Georgia,SEC
92,Kentucky,SEC
93,Mississippi State,SEC
94,Tennessee,SEC
95,Vanderbilt,SEC
96,Tulane,SEC
97,Virginia Military Institute,Southern
98,West Virginia,Southern
99,Richmond,Southern
100,William & Mary,Southern
101,Furman,Southern
102,Virginia Tech,Southern
103,The Citadel,Southern
104,George Washington,Southern
105,Davidson,Southern
106,Texas,SWC
107,Arkansas,SWC
108,TCU,SWC
109,Baylor,SWC
110,Texas A&M,SWC
111,Rice,SWC
112,SMU,SWC
113,Texas Tech,SWC
114,New Mexico,WAC
115,Arizona State,WAC
116,Arizona,WAC
117,Wyoming,WAC
118,BYU,WAC
119,Utah,WAC
