0,Duke,ACC
1,Maryland,ACC
2,North Carolina,ACC
3,South Carolina,ACC
4,Clemson,ACC
5,Wake Forest,ACC
6,Virginia,ACC
7,NC State,ACC
8,Oklahoma,Big 7
9,Nebraska,Big 7
10,Colorado,Big 7
11,Missouri,Big 7
12,Kansas State,Big 7
13,Iowa State,Big 7
14,Kansas,Big 7
15,Ohio State,Big Ten
16,Wisconsin,Big Ten
17,Michigan,Big Ten
18,Minnesota,Big Ten
19,Iowa,Big Ten
20,Purdue,Big Ten
21,Indiana,Big Ten
22,Michigan State,Big Ten
23,Northwestern,Big Ten
24,Illinois,Big Ten
25,Texas Tech,BIAA
26,Arizona State,BIAA
27,UTEP,BIAA
28,Arizona,BIAA
29,Hardin-Simmons,BIAA
30,West Texas State,BIAA
31,New Mexico State,BIAA
32,Notre Dame,Ind
33,Boston College,Ind
34,Miami,Ind
35,Cincinnati,Ind
36,Navy,Ind
37,Army,Ind
38,Boston University,Ind
39,Penn State,Ind
40,Brown,Ind
41,San Jose State,Ind
42,Colgate,Ind
43,Florida State,Ind
44,Princeton,Ind
45,Yale,Ind
46,Harvard,Ind
47,Cornell,Ind
48,Syracuse,Ind
49,Pacific,Ind
50,Pitt,Ind
51,North Texas,Ind
52,Marquette,Ind
53,Dartmouth,Ind
54,Rutgers,Ind
55,Holy Cross,Ind
56,Drake,Ind
57,Fordham,Ind
58,Columbia,Ind
59,Villanova,Ind
60,Pennsylvania,Ind
61,Wichita State,MVC
62,Houston,MVC
63,Oklahoma State,MVC
64,Detroit Mercy,MVC
65,Tulsa,MVC
66,UCLA,PCC
67,USC,PCC
68,Oregon,PCC
69,California,PCC
70,Washington State,PCC
71,Idaho,PCC
72,Stanford,PCC
73,Washington,PCC
74,Oregon State,PCC
75,Ole Miss,SEC
76,Georgia Tech,SEC
77,Kentucky,SEC
78,Florida,SEC
79,Georgia,SEC
80,Auburn,SEC
81,Mississippi State,SEC
82,Alabama,SEC
83,LSU,SEC
84,Tulane,SEC
85,Tennessee,SEC
86,Vanderbilt,SEC
87,Denver,Skyline
88,Wyoming,Skyline
89,Utah State,Skyline
90,New Mexico,Skyline
91,Utah,Skyline
92,Colorado State,Skyline
93,Montana,Skyline
94,BYU,Skyline
95,West Virginia,Southern
96,Furman,Southern
97,Virginia Tech,Southern
98,Davidson,Southern
99,Virginia Military Institute,Southern
100,Richmond,Southern
101,William & Mary,Southern
102,George Washington,Southern
103,The Citadel,Southern
104,Arkansas,SWC
105,SMU,SWC
106,Rice,SWC
107,Baylor,SWC
108,Texas,SWC
109,TCU,SWC
110,Texas A&M,SWC
