0,Notre Dame,Ind
1,Virginia Military Institute,Ind
2,Georgia,Ind
3,Harvard,Ind
4,Princeton,Ind
5,Alabama,Ind
6,Furman,Ind
7,TCU,Ind
8,Georgia Tech,Ind
9,Penn State,Ind
10,Pitt,Ind
11,Centre,Ind
12,Presbyterian,Ind
13,Auburn,Ind
14,Dartmouth,Ind
15,Maryland,Ind
16,Tennessee,Ind
17,Cornell,Ind
18,Navy,Ind
19,Syracuse,Ind
20,Tulane,Ind
21,NC State,Ind
22,Birmingham-Southern,Ind
23,Brown,Ind
24,Lehigh,Ind
25,Virginia,Ind
26,Washington & Jefferson,Ind
27,Florida,Ind
28,Lafayette,Ind
29,Mississippi State,Ind
30,Washington & Lee,Ind
31,Yale,Ind
32,LSU,Ind
33,Nebraska,Ind
34,Vanderbilt,Ind
35,Pennsylvania,Ind
36,Sewanee,Ind
37,South Carolina,Ind
38,West Virginia,Ind
39,Davidson,Ind
40,Oglethorpe,Ind
41,Chattanooga,Ind
42,Kentucky,Ind
43,Clemson,Ind
44,Virginia Tech,Ind
45,Samford,Ind
46,Mississippi College,Ind
47,Colgate,Ind
48,North Carolina,Ind
49,The Citadel,Ind
50,Mercer,Ind
51,Rutgers,Ind
52,Wake Forest,Ind
53,Southwestern (TX),Ind
54,Newberry,Ind
55,Wofford,Ind
56,Oklahoma,MVIAA
57,Missouri,MVIAA
58,Kansas,MVIAA
59,Iowa State,MVIAA
60,Drake,MVIAA
61,Washington (MO),MVIAA
62,Grinnell,MVIAA
63,Kansas State,MVIAA
64,California,PCC
65,Stanford,PCC
66,Washington State,PCC
67,Oregon,PCC
68,Oregon State,PCC
69,Washington,PCC
70,Colorado State,RMC
71,Colorado College,RMC
72,Colorado,RMC
73,Utah State,RMC
74,Utah,RMC
75,Denver,RMC
76,Wyoming,RMC
77,Colorado Mines,RMC
78,Texas,SWC
79,Texas A&M,SWC
80,Arkansas,SWC
81,Rice,SWC
82,Baylor,SWC
83,SMU,SWC
84,Phillips,SWC
85,Oklahoma State,SWC
86,Ohio State,Western
87,Wisconsin,Western
88,Indiana,Western
89,Illinois,Western
90,Iowa,Western
91,Michigan,Western
92,Northwestern,Western
93,Chicago,Western
94,Purdue,Western
95,Minnesota,Western
