0,Florida State,ACC
1,North Carolina,ACC
2,Virginia,ACC
3,Georgia Tech,ACC
4,Clemson,ACC
5,NC State,ACC
6,Wake Forest,ACC
7,Maryland,ACC
8,Duke,ACC
9,Nebraska,Big 12 (North)
10,Kansas State,Big 12 (North)
11,Missouri,Big 12 (North)
12,Colorado,Big 12 (North)
13,Kansas,Big 12 (North)
14,Iowa State,Big 12 (North)
15,Texas A&M,Big 12 (South)
16,Oklahoma State,Big 12 (South)
17,Texas Tech,Big 12 (South)
18,Texas,Big 12 (South)
19,Oklahoma,Big 12 (South)
20,Baylor,Big 12 (South)
21,Syracuse,Big East
22,Virginia Tech,Big East
23,West Virginia,Big East
24,Pitt,Big East
25,Miami,Big East
26,Boston College,Big East
27,Temple,Big East
28,Rutgers,Big East
29,Michigan,Big Ten
30,Ohio State,Big Ten
31,Penn State,Big Ten
32,Purdue,Big Ten
33,Wisconsin,Big Ten
34,Iowa,Big Ten
35,Michigan State,Big Ten
36,Northwestern,Big Ten
37,Minnesota,Big Ten
38,Indiana,Big Ten
39,Illinois,Big Ten
40,Utah State,Big West
41,Nevada,Big West
42,Boise State,Big West
43,Idaho,Big West
44,North Texas,Big West
45,New Mexico State,Big West
46,Southern Miss,CUSA
47,Tulane,CUSA
48,East Carolina,CUSA
49,Cincinnati,CUSA
50,Memphis,CUSA
51,Houston,CUSA
52,Louisville,CUSA
53,Louisiana Tech,Ind
54,Navy,Ind
55,Notre Dame,Ind
56,UAB,Ind
57,UCF,Ind
58,Louisiana-Monroe,Ind
59,Army,Ind
60,Arkansas State,Ind
61,Louisiana,Ind
62,Marshall,MAC (East)
63,Miami (OH),MAC (East)
64,Ohio,MAC (East)
65,Bowling Green,MAC (East)
66,Kent State,MAC (East)
67,Akron,MAC (East)
68,Toledo,MAC (West)
69,Western Michigan,MAC (West)
70,Ball State,MAC (West)
71,Eastern Michigan,MAC (West)
72,Central Michigan,MAC (West)
73,Northern Illinois,MAC (West)
74,UCLA,Pac-10
75,Washington State,Pac-10
76,Arizona State,Pac-10
77,Washington,Pac-10
78,Arizona,Pac-10
79,USC,Pac-10
80,Oregon,Pac-10
81,Stanford,Pac-10
82,California,Pac-10
83,Oregon State,Pac-10
84,Tennessee,SEC (East)
85,Florida,SEC (East)
86,Georgia,SEC (East)
87,South Carolina,SEC (East)
88,Kentucky,SEC (East)
89,Vanderbilt,SEC (East)
90,Auburn,SEC (West)
91,LSU,SEC (West)
92,Ole Miss,SEC (West)
93,Mississippi State,SEC (West)
94,Alabama,SEC (West)
95,Arkansas,SEC (West)
96,New Mexico,WAC (Mountain)
97,Rice,WAC (Mountain)
98,SMU,WAC (Mountain)
99,Utah,WAC (Mountain)
100,BYU,WAC (Mountain)
101,UTEP,WAC (Mountain)
102,Tulsa,WAC (Mountain)
103,TCU,WAC (Mountain)
104,Colorado State,WAC (Pacific)
105,Air Force,WAC (Pacific)
106,Fresno State,WAC (Pacific)
107,Wyoming,WAC (Pacific)
108,San Diego State,WAC (Pacific)
109,San Jose State,WAC (Pacific)
110,UNLV,WAC (Pacific)
111,Hawaii,WAC (Pacific)
