0,Wake Forest,ACC (Atlantic)
1,Clemson,ACC (Atlantic)
2,NC State,ACC (Atlantic)
3,Louisville,ACC (Atlantic)
4,Florida State,ACC (Atlantic)
5,Boston College,ACC (Atlantic)
6,Syracuse,ACC (Atlantic)
7,Pitt,ACC (Coastal)
8,Miami,ACC (Coastal)
9,Virginia,ACC (Coastal)
10,Virginia Tech,ACC (Coastal)
11,North Carolina,ACC (Coastal)
12,Georgia Tech,ACC (Coastal)
13,Duke,ACC (Coastal)
14,Cincinnati,American
15,Houston,American
16,UCF,American
17,East Carolina,American
18,Tulsa,American
19,SMU,American
20,Memphis,American
21,Navy,American
22,Temple,American
23,South Florida,American
24,Tulane,American
25,Baylor,Big 12
26,Oklahoma State,Big 12
27,Oklahoma,Big 12
28,Iowa State,Big 12
29,Kansas State,Big 12
30,West Virginia,Big 12
31,Texas Tech,Big 12
32,Texas,Big 12
33,TCU,Big 12
34,Kansas,Big 12
35,Michigan,Big Ten (East)
36,Ohio State,Big Ten (East)
37,Michigan State,Big Ten (East)
38,Penn State,Big Ten (East)
39,Maryland,Big Ten (East)
40,Rutgers,Big Ten (East)
41,Indiana,Big Ten (East)
42,Iowa,Big Ten (West)
43,Minnesota,Big Ten (West)
44,Purdue,Big Ten (West)
45,Wisconsin,Big Ten (West)
46,Illinois,Big Ten (West)
47,Nebraska,Big Ten (West)
48,Northwestern,Big Ten (West)
49,Western Kentucky,CUSA (East)
50,Marshall,CUSA (East)
51,Old Dominion,CUSA (East)
52,Middle Tennessee,CUSA (East)
53,Charlotte,CUSA (East)
54,Florida Atlantic,CUSA (East)
55,Florida Int'l,CUSA (East)
56,UTSA,CUSA (West)
57,UAB,CUSA (West)
58,North Texas,CUSA (West)
59,UTEP,CUSA (West)
60,Rice,CUSA (West)
61,Louisiana Tech,CUSA (West)
62,Southern Miss,CUSA (West)
63,Notre Dame,Ind
64,Liberty,Ind
65,New Mexico State,Ind
66,Connecticut,Ind
67,Massachusetts,Ind
68,BYU,Ind
69,Army,Ind
70,Kent State,MAC (East)
71,Miami (OH),MAC (East)
72,Ohio,MAC (East)
73,Bowling Green,MAC (East)
74,Buffalo,MAC (East)
75,Akron,MAC (East)
76,Northern Illinois,MAC (West)
77,Central Michigan,MAC (West)
78,Toledo,MAC (West)
79,Western Michigan,MAC (West)
80,Eastern Michigan,MAC (West)
81,Ball State,MAC (West)
82,Utah State,MWC (Mountain)
83,Air Force,MWC (Mountain)
84,Boise State,MWC (Mountain)
85,Wyoming,MWC (Mountain)
86,Colorado State,MWC (Mountain)
87,New Mexico,MWC (Mountain)
88,San Diego State,MWC (West)
89,Fresno State,MWC (West)
90,Nevada,MWC (West)
91,Hawaii,MWC (West)
92,San Jose State,MWC (West)
93,UNLV,MWC (West)
94,Oregon,Pac-12 (North)
95,Washington State,Pac-12 (North)
96,Oregon State,Pac-12 (North)
97,California,Pac-12 (North)
98,Washington,Pac-12 (North)
99,Stanford,Pac-12 (North)
100,Utah,Pac-12 (South)
101,UCLA,Pac-12 (South)
102,Arizona State,Pac-12 (South)
103,Colorado,Pac-12 (South)
104,USC,Pac-12 (South)
105,Arizona,Pac-12 (South)
106,Georgia,SEC (East)
107,Kentucky,SEC (East)
108,Tennessee,SEC (East)
109,South Carolina,SEC (East)
110,Missouri,SEC (East)
111,Florida,SEC (East)
112,Vanderbilt,SEC (East)
113,Alabama,SEC (West)
114,Ole Miss,SEC (West)
115,Arkansas,SEC (West)
116,Texas A&M,SEC (West)
117,Mississippi State,SEC (West)
118,Auburn,SEC (West)
119,LSU,SEC (West)
120,Appalachian State,Sun Belt (East)
121,Coastal Carolina,Sun Belt (East)
122,Georgia State,Sun Belt (East)
123,Troy,Sun Belt (East)
124,Georgia Southern,Sun Belt (East)
125,Louisiana,Sun Belt (West)
126,Texas State,Sun Belt (West)
127,South Alabama,Sun Belt (West)
128,Louisiana-Monroe,Sun Belt (West)
129,Arkansas State,Sun Belt (West)
