0,1,"Aug 28, 1993",Florida State,42,Kansas,0,0
1,1,"Aug 29, 1993",USC,9,North Carolina,31,0
2,2,"Sep 2, 1993",Akron,23,Central Michigan,13,1
3,2,"Sep 2, 1993",Auburn,16,Ole Miss,12,0
4,2,"Sep 2, 1993",Iowa State,54,Northern Illinois,10,0
5,2,"Sep 2, 1993",Youngstown State,17,Western Michigan,13,1
6,2,"Sep 4, 1993",Air Force,63,Indiana State,21,0
7,2,"Sep 4, 1993",Alabama,31,Tulane,17,0
8,2,"Sep 4, 1993",UTEP,6,Arizona,24,1
9,2,"Sep 4, 1993",Arizona State,38,Utah,0,0
10,2,"Sep 4, 1993",SMU,6,Arkansas,10,0
11,2,"Sep 4, 1993",Baylor,42,Fresno State,39,0
12,2,"Sep 4, 1993",BYU,34,New Mexico,31,1
13,2,"Sep 4, 1993",California,27,UCLA,25,1
14,2,"Sep 4, 1993",Cincinnati,42,Austin Peay,10,0
15,2,"Sep 4, 1993",Clemson,24,UNLV,14,0
16,2,"Sep 4, 1993",Colorado,36,Texas,14,0
17,2,"Sep 4, 1993",Arkansas State,6,Florida,44,1
18,2,"Sep 4, 1993",Duke,7,Florida State,45,0
19,2,"Sep 4, 1993",Hawaii,35,Middle Tennessee,14,0
20,2,"Sep 4, 1993",Indiana,27,Toledo,0,0
21,2,"Sep 4, 1993",Iowa,26,Tulsa,25,0
22,2,"Sep 4, 1993",Kansas,46,Western Carolina,3,0
23,2,"Sep 4, 1993",Kansas State,34,New Mexico State,10,0
24,2,"Sep 4, 1993",Kentucky,35,Kent State,0,0
25,2,"Sep 4, 1993",Louisville,31,San Jose State,24,0
26,2,"Sep 4, 1993",Memphis,45,Mississippi State,35,1
27,2,"Sep 4, 1993",Boston College,7,Miami,23,0
28,2,"Sep 4, 1993",Michigan,41,Washington State,14,0
29,2,"Sep 4, 1993",Nebraska,76,North Texas,14,0
30,2,"Sep 4, 1993",North Carolina,44,Ohio,3,0
31,2,"Sep 4, 1993",Purdue,7,NC State,20,1
32,2,"Sep 4, 1993",Notre Dame,27,Northwestern,12,0
33,2,"Sep 4, 1993",Rice,7,Ohio State,34,1
34,2,"Sep 4, 1993",Oklahoma,35,TCU,3,1
35,2,"Sep 4, 1993",Colorado State,9,Oregon,23,0
36,2,"Sep 4, 1993",Oregon State,27,Wyoming,16,1
37,2,"Sep 4, 1993",Penn State,38,Minnesota,20,0
38,2,"Sep 4, 1993",Pitt,14,Southern Miss,10,1
39,2,"Sep 4, 1993",Rutgers,68,Colgate,6,0
40,2,"Sep 4, 1993",San Diego State,34,Cal State Northridge,17,0
41,2,"Sep 4, 1993",South Carolina,23,Georgia,21,1
42,2,"Sep 4, 1993",Houston,7,USC,49,1
43,2,"Sep 4, 1993",Syracuse,35,Ball State,12,0
44,2,"Sep 4, 1993",Tennessee,50,Louisiana Tech,0,0
45,2,"Sep 4, 1993",Texas A&M,24,LSU,0,0
46,2,"Sep 4, 1993",Pacific,7,Texas Tech,55,1
47,2,"Sep 4, 1993",Utah State,34,Louisiana,13,1
48,2,"Sep 4, 1993",Vanderbilt,27,Wake Forest,12,1
49,2,"Sep 4, 1993",Virginia,43,Maryland,29,1
50,2,"Sep 4, 1993",Virginia Tech,33,Bowling Green,16,0
51,2,"Sep 4, 1993",Washington,31,Stanford,14,0
52,2,"Sep 4, 1993",Eastern Michigan,6,West Virginia,48,1
53,2,"Sep 4, 1993",Wisconsin,35,Nevada,17,0
