0,1,"Aug 24, 2024",Georgia Tech,24,Florida State,21,0
1,1,"Aug 24, 2024",Montana State,35,New Mexico,31,1
2,1,"Aug 24, 2024",SMU,29,Nevada,24,1
3,1,"Aug 25, 2024",Hawaii,35,Delaware State,14,0
4,2,"Aug 29, 2024",UAB,41,Alcorn State,3,0
5,2,"Aug 29, 2024",Arkansas,70,Arkansas-Pine Bluff,0,0
6,2,"Aug 29, 2024",Bowling Green,41,Fordham,17,0
7,2,"Aug 29, 2024",Buffalo,30,Lafayette,13,0
8,2,"Aug 29, 2024",UCF,57,New Hampshire,3,0
9,2,"Aug 29, 2024",Central Michigan,66,Central Connecticut State,10,0
10,2,"Aug 29, 2024",Coastal Carolina,55,Jacksonville State,27,1
11,2,"Aug 29, 2024",Colorado,31,North Dakota State,26,0
12,2,"Aug 29, 2024",Illinois,45,Eastern Illinois,0,0
13,2,"Aug 29, 2024",Kansas,48,Lindenwood,3,0
14,2,"Aug 29, 2024",Louisiana-Monroe,30,Jackson State,14,0
15,2,"Aug 29, 2024",Missouri,51,Murray State,0,0
16,2,"Aug 29, 2024",North Carolina,19,Minnesota,17,1
17,2,"Aug 29, 2024",NC State,38,Western Carolina,21,0
18,2,"Aug 29, 2024",Howard,7,Rutgers,44,1
19,2,"Aug 29, 2024",San Jose State,42,Sacramento State,24,0
20,2,"Aug 29, 2024",Toledo,49,Duquesne,10,0
21,2,"Aug 29, 2024",Tulane,52,Southeastern Louisiana,0,0
22,2,"Aug 29, 2024",Tulsa,62,Northwestern State,28,0
23,2,"Aug 29, 2024",Utah,49,Southern Utah,0,0
24,2,"Aug 29, 2024",Wake Forest,45,North Carolina A&T,13,0
25,2,"Aug 30, 2024",Lehigh,7,Army,42,1
26,2,"Aug 30, 2024",Elon,3,Duke,26,1
27,2,"Aug 30, 2024",Michigan State,16,Florida Atlantic,10,0
28,2,"Aug 30, 2024",Oklahoma,51,Temple,3,0
29,2,"Aug 30, 2024",TCU,34,Stanford,27,1
30,2,"Aug 30, 2024",Wisconsin,28,Western Michigan,14,0
31,2,"Aug 31, 2024",Merrimack,6,Air Force,21,1
32,2,"Aug 31, 2024",Alabama,63,Western Kentucky,0,0
33,2,"Aug 31, 2024",Appalachian State,38,East Tennessee State,10,0
34,2,"Aug 31, 2024",Arizona,61,New Mexico,39,0
35,2,"Aug 31, 2024",Wyoming,7,Arizona State,48,1
36,2,"Aug 31, 2024",Arkansas State,34,Central Arkansas,31,0
37,2,"Aug 31, 2024",Auburn,73,Alabama A&M,3,0
38,2,"Aug 31, 2024",Baylor,45,Tarleton State,3,0
39,2,"Aug 31, 2024",Boise State,56,Georgia Southern,45,1
40,2,"Aug 31, 2024",BYU,41,Southern Illinois,13,0
41,2,"Aug 31, 2024",California,31,California-Davis,13,0
42,2,"Aug 31, 2024",Cincinnati,38,Towson,20,0
43,2,"Aug 31, 2024",East Carolina,42,Norfolk State,3,0
44,2,"Aug 31, 2024",Eastern Michigan,28,Massachusetts,14,1
45,2,"Aug 31, 2024",Georgia,34,Clemson,3,0
46,2,"Aug 31, 2024",Georgia Tech,35,Georgia State,12,0
47,2,"Aug 31, 2024",Florida Int'l,7,Indiana,31,1
48,2,"Aug 31, 2024",Iowa,40,Illinois State,0,0
49,2,"Aug 31, 2024",North Dakota,3,Iowa State,21,1
50,2,"Aug 31, 2024",Charlotte,7,James Madison,30,0
51,2,"Aug 31, 2024",Tennessee-Martin,6,Kansas State,41,1
52,2,"Aug 31, 2024",Kentucky,31,Southern Miss,0,0
53,2,"Aug 31, 2024",Liberty,41,Campbell,24,0
54,2,"Aug 31, 2024",Louisiana,40,Grambling State,10,0
55,2,"Aug 31, 2024",Louisiana Tech,25,Nicholls State,17,0
56,2,"Aug 31, 2024",Louisville,62,Austin Peay,0,0
57,2,"Aug 31, 2024",Marshall,45,Stony Brook,3,0
58,2,"Aug 31, 2024",Connecticut,7,Maryland,50,1
59,2,"Aug 31, 2024",Memphis,40,North Alabama,0,0
60,2,"Aug 31, 2024",Miami,41,Florida,17,1
61,2,"Aug 31, 2024",Michigan,30,Fresno State,10,0
62,2,"Aug 31, 2024",Middle Tennessee,32,Tennessee Tech,25,0
63,2,"Aug 31, 2024",Ole Miss,76,Furman,0,0
64,2,"Aug 31, 2024",Eastern Kentucky,7,Mississippi State,56,1
65,2,"Aug 31, 2024",Navy,49,Bucknell,21,0
66,2,"Aug 31, 2024",UTEP,7,Nebraska,40,1
67,2,"Aug 31, 2024",Nevada,28,Troy,26,1
68,2,"Aug 31, 2024",Houston,7,UNLV,27,0
69,2,"Aug 31, 2024",New Mexico State,23,Southeast Missouri State,16,0
70,2,"Aug 31, 2024",North Texas,52,South Alabama,38,1
71,2,"Aug 31, 2024",Northern Illinois,54,Western Illinois,15,0
72,2,"Aug 31, 2024",Miami (OH),6,Northwestern,13,1
73,2,"Aug 31, 2024",Notre Dame,23,Texas A&M,13,1
74,2,"Aug 31, 2024",Akron,6,Ohio State,52,1
75,2,"Aug 31, 2024",Oklahoma State,44,South Dakota State,20,0
76,2,"Aug 31, 2024",Oregon,24,Idaho,14,0
77,2,"Aug 31, 2024",Oregon State,38,Idaho State,15,0
78,2,"Aug 31, 2024",Penn State,34,West Virginia,12,1
79,2,"Aug 31, 2024",Pitt,55,Kent State,24,0
80,2,"Aug 31, 2024",Purdue,49,Indiana State,0,0
81,2,"Aug 31, 2024",Sam Houston,34,Rice,14,1
82,2,"Aug 31, 2024",San Diego State,45,Texas A&M-Commerce,14,0
83,2,"Aug 31, 2024",South Carolina,23,Old Dominion,19,0
84,2,"Aug 31, 2024",South Florida,48,Bethune-Cookman,3,0
85,2,"Aug 31, 2024",Houston Baptist,7,SMU,59,1
86,2,"Aug 31, 2024",Syracuse,38,Ohio,22,0
87,2,"Aug 31, 2024",Tennessee,69,Chattanooga,3,0
88,2,"Aug 31, 2024",Texas,52,Colorado State,0,0
89,2,"Aug 31, 2024",Texas State,34,Lamar,27,0
90,2,"Aug 31, 2024",Texas Tech,52,Abilene Christian,51,0
91,2,"Aug 31, 2024",UTSA,28,Kennesaw State,16,0
92,2,"Aug 31, 2024",UCLA,16,Hawaii,13,1
93,2,"Aug 31, 2024",Utah State,36,Robert Morris,14,0
94,2,"Aug 31, 2024",Vanderbilt,34,Virginia Tech,27,0
95,2,"Aug 31, 2024",Virginia,34,Richmond,13,0
96,2,"Aug 31, 2024",Washington,35,Weber State,3,0
97,2,"Aug 31, 2024",Washington State,70,Portland State,30,0
98,2,"Sep 1, 2024",USC,27,LSU,20,0
99,2,"Sep 2, 2024",Boston College,28,Florida State,13,1
100,3,"Sep 6, 2024",BYU,18,SMU,15,1
101,3,"Sep 6, 2024",Duke,26,Northwestern,20,1
102,3,"Sep 6, 2024",Indiana,77,Western Illinois,3,0
103,3,"Sep 7, 2024",Alabama,42,South Florida,16,0
104,3,"Sep 7, 2024",Arizona,22,Northern Arizona,10,0
105,3,"Sep 7, 2024",Arizona State,30,Mississippi State,23,0
106,3,"Sep 7, 2024",Arkansas State,28,Tulsa,24,0
107,3,"Sep 7, 2024",Florida Atlantic,7,Army,24,0
108,3,"Sep 7, 2024",Ball State,42,Missouri State,34,0
109,3,"Sep 7, 2024",Boston College,56,Duquesne,0,0
110,3,"Sep 7, 2024",California,21,Auburn,14,1
111,3,"Sep 7, 2024",UCF,45,Sam Houston,14,0
112,3,"Sep 7, 2024",Clemson,66,Appalachian State,20,0
113,3,"Sep 7, 2024",Coastal Carolina,40,William & Mary,21,0
114,3,"Sep 7, 2024",Colorado State,38,Northern Colorado,17,0
115,3,"Sep 7, 2024",Connecticut,63,Merrimack,17,0
116,3,"Sep 7, 2024",East Carolina,20,Old Dominion,14,1
117,3,"Sep 7, 2024",Samford,7,Florida,45,1
118,3,"Sep 7, 2024",Florida Int'l,52,Central Michigan,16,0
119,3,"Sep 7, 2024",Fresno State,46,Sacramento State,30,0
120,3,"Sep 7, 2024",Georgia,48,Tennessee Tech,3,0
121,3,"Sep 7, 2024",Georgia Southern,20,Nevada,17,1
122,3,"Sep 7, 2024",Georgia State,24,Chattanooga,21,0
123,3,"Sep 7, 2024",Idaho,17,Wyoming,13,1
124,3,"Sep 7, 2024",Illinois,23,Kansas,17,0
125,3,"Sep 7, 2024",Iowa State,20,Iowa,19,1
126,3,"Sep 7, 2024",Gardner-Webb,6,James Madison,13,1
127,3,"Sep 7, 2024",Kansas State,34,Tulane,27,1
128,3,"Sep 7, 2024",Liberty,30,New Mexico State,24,1
129,3,"Sep 7, 2024",Louisiana,34,Kennesaw State,10,1
130,3,"Sep 7, 2024",LSU,44,Nicholls State,21,0
131,3,"Sep 7, 2024",UAB,6,Louisiana-Monroe,32,1
132,3,"Sep 7, 2024",Louisville,49,Jacksonville State,14,0
133,3,"Sep 7, 2024",Memphis,38,Troy,17,0
134,3,"Sep 7, 2024",Florida A&M,9,Miami,56,1
135,3,"Sep 7, 2024",Michigan State,27,Maryland,24,1
136,3,"Sep 7, 2024",Minnesota,48,Rhode Island,0,0
137,3,"Sep 7, 2024",Ole Miss,52,Middle Tennessee,3,0
138,3,"Sep 7, 2024",Missouri,38,Buffalo,0,0
139,3,"Sep 7, 2024",Navy,38,Temple,11,0
140,3,"Sep 7, 2024",Nebraska,28,Colorado,10,0
141,3,"Sep 7, 2024",UNLV,72,Utah Tech,14,0
142,3,"Sep 7, 2024",North Carolina,38,Charlotte,20,0
143,3,"Sep 7, 2024",North Texas,35,Stephen F. Austin,20,0
144,3,"Sep 7, 2024",Northern Illinois,16,Notre Dame,14,1
145,3,"Sep 7, 2024",Ohio,27,South Alabama,20,0
146,3,"Sep 7, 2024",Ohio State,56,Western Michigan,0,0
147,3,"Sep 7, 2024",Oklahoma,16,Houston,12,0
148,3,"Sep 7, 2024",Oklahoma State,39,Arkansas,31,0
149,3,"Sep 7, 2024",Oregon,37,Boise State,34,0
150,3,"Sep 7, 2024",Oregon State,21,San Diego State,0,1
151,3,"Sep 7, 2024",Penn State,34,Bowling Green,27,0
152,3,"Sep 7, 2024",Pitt,28,Cincinnati,27,1
153,3,"Sep 7, 2024",Texas Southern,7,Rice,69,1
154,3,"Sep 7, 2024",Rutgers,49,Akron,17,0
155,3,"Sep 7, 2024",Air Force,7,San Jose State,17,0
156,3,"Sep 7, 2024",Kentucky,6,South Carolina,31,0
157,3,"Sep 7, 2024",USC,48,Utah State,0,0
158,3,"Sep 7, 2024",Southern Miss,35,Southeastern Louisiana,10,0
159,3,"Sep 7, 2024",Southern Utah,27,UTEP,24,1
160,3,"Sep 7, 2024",St. Francis (PA),23,Kent State,17,1
161,3,"Sep 7, 2024",Cal Poly,7,Stanford,41,1
162,3,"Sep 7, 2024",Syracuse,31,Georgia Tech,28,0
163,3,"Sep 7, 2024",Tennessee,51,NC State,10,0
164,3,"Sep 7, 2024",Texas,31,Michigan,12,1
165,3,"Sep 7, 2024",Texas A&M,52,McNeese State,10,0
166,3,"Sep 7, 2024",TCU,45,Long Island,0,0
167,3,"Sep 7, 2024",Texas State,49,UTSA,10,0
168,3,"Sep 7, 2024",Toledo,38,Massachusetts,23,0
169,3,"Sep 7, 2024",Utah,23,Baylor,12,0
170,3,"Sep 7, 2024",Vanderbilt,55,Alcorn State,0,0
171,3,"Sep 7, 2024",Virginia,31,Wake Forest,30,1
172,3,"Sep 7, 2024",Virginia Tech,31,Marshall,14,0
173,3,"Sep 7, 2024",Eastern Michigan,9,Washington,30,1
174,3,"Sep 7, 2024",Washington State,37,Texas Tech,16,0
175,3,"Sep 7, 2024",West Virginia,49,Albany,14,0
176,3,"Sep 7, 2024",Western Kentucky,31,Eastern Kentucky,0,0
177,3,"Sep 7, 2024",Wisconsin,27,South Dakota,13,0
178,4,"Sep 12, 2024",Arizona State,31,Texas State,28,1
179,4,"Sep 12, 2024",South Alabama,87,Northwestern State,10,0
180,4,"Sep 13, 2024",Arizona,7,Kansas State,31,1
181,4,"Sep 13, 2024",UNLV,23,Kansas,20,1
182,4,"Sep 14, 2024",Akron,31,Colgate,20,0
183,4,"Sep 14, 2024",Alabama,42,Wisconsin,10,1
